model,wanted,prediction,count
object100_pt_mobilenet_v2_02_151,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_151,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_151,ecouteurs,other,0
object100_pt_mobilenet_v2_02_151,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_151,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_151,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_151,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_151,keycap-puller,other,1
object100_pt_mobilenet_v2_02_151,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_151,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_151,other,ecouteurs,0
object100_pt_mobilenet_v2_02_151,other,keycap-puller,0
object100_pt_mobilenet_v2_02_151,other,other,19
object100_pt_mobilenet_v2_02_151,other,pc-stand,0
object100_pt_mobilenet_v2_02_151,other,porte-mine,0
object100_pt_mobilenet_v2_02_151,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_151,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_151,pc-stand,other,0
object100_pt_mobilenet_v2_02_151,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_151,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_151,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_151,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_151,porte-mine,other,0
object100_pt_mobilenet_v2_02_151,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_151,porte-mine,porte-mine,19
