model,wanted,prediction,count
object100_tf_mobilenet_v2_00_44,ecouteurs,ecouteurs,10
object100_tf_mobilenet_v2_00_44,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_44,ecouteurs,other,5
object100_tf_mobilenet_v2_00_44,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_44,ecouteurs,porte-mine,8
object100_tf_mobilenet_v2_00_44,keycap-puller,ecouteurs,4
object100_tf_mobilenet_v2_00_44,keycap-puller,keycap-puller,6
object100_tf_mobilenet_v2_00_44,keycap-puller,other,4
object100_tf_mobilenet_v2_00_44,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_44,keycap-puller,porte-mine,8
object100_tf_mobilenet_v2_00_44,other,ecouteurs,5
object100_tf_mobilenet_v2_00_44,other,keycap-puller,0
object100_tf_mobilenet_v2_00_44,other,other,6
object100_tf_mobilenet_v2_00_44,other,pc-stand,0
object100_tf_mobilenet_v2_00_44,other,porte-mine,2
object100_tf_mobilenet_v2_00_44,pc-stand,ecouteurs,4
object100_tf_mobilenet_v2_00_44,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_44,pc-stand,other,3
object100_tf_mobilenet_v2_00_44,pc-stand,pc-stand,0
object100_tf_mobilenet_v2_00_44,pc-stand,porte-mine,9
object100_tf_mobilenet_v2_00_44,porte-mine,ecouteurs,8
object100_tf_mobilenet_v2_00_44,porte-mine,keycap-puller,5
object100_tf_mobilenet_v2_00_44,porte-mine,other,3
object100_tf_mobilenet_v2_00_44,porte-mine,pc-stand,0
object100_tf_mobilenet_v2_00_44,porte-mine,porte-mine,9
