model,wanted,prediction,count
object100_tf_mobilenet_v2_00_15,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_15,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_15,ecouteurs,other,0
object100_tf_mobilenet_v2_00_15,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_15,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_15,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_15,keycap-puller,keycap-puller,19
object100_tf_mobilenet_v2_00_15,keycap-puller,other,1
object100_tf_mobilenet_v2_00_15,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_15,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_15,other,ecouteurs,0
object100_tf_mobilenet_v2_00_15,other,keycap-puller,0
object100_tf_mobilenet_v2_00_15,other,other,13
object100_tf_mobilenet_v2_00_15,other,pc-stand,0
object100_tf_mobilenet_v2_00_15,other,porte-mine,0
object100_tf_mobilenet_v2_00_15,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_15,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_15,pc-stand,other,0
object100_tf_mobilenet_v2_00_15,pc-stand,pc-stand,16
object100_tf_mobilenet_v2_00_15,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_15,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_15,porte-mine,keycap-puller,2
object100_tf_mobilenet_v2_00_15,porte-mine,other,2
object100_tf_mobilenet_v2_00_15,porte-mine,pc-stand,2
object100_tf_mobilenet_v2_00_15,porte-mine,porte-mine,19
