model,wanted,prediction,count
object100_tf_mobilenet_v2_00_32,ecouteurs,ecouteurs,1
object100_tf_mobilenet_v2_00_32,ecouteurs,keycap-puller,5
object100_tf_mobilenet_v2_00_32,ecouteurs,other,4
object100_tf_mobilenet_v2_00_32,ecouteurs,pc-stand,9
object100_tf_mobilenet_v2_00_32,ecouteurs,porte-mine,4
object100_tf_mobilenet_v2_00_32,keycap-puller,ecouteurs,2
object100_tf_mobilenet_v2_00_32,keycap-puller,keycap-puller,4
object100_tf_mobilenet_v2_00_32,keycap-puller,other,2
object100_tf_mobilenet_v2_00_32,keycap-puller,pc-stand,6
object100_tf_mobilenet_v2_00_32,keycap-puller,porte-mine,8
object100_tf_mobilenet_v2_00_32,other,ecouteurs,0
object100_tf_mobilenet_v2_00_32,other,keycap-puller,1
object100_tf_mobilenet_v2_00_32,other,other,7
object100_tf_mobilenet_v2_00_32,other,pc-stand,4
object100_tf_mobilenet_v2_00_32,other,porte-mine,1
object100_tf_mobilenet_v2_00_32,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_32,pc-stand,keycap-puller,5
object100_tf_mobilenet_v2_00_32,pc-stand,other,2
object100_tf_mobilenet_v2_00_32,pc-stand,pc-stand,6
object100_tf_mobilenet_v2_00_32,pc-stand,porte-mine,3
object100_tf_mobilenet_v2_00_32,porte-mine,ecouteurs,2
object100_tf_mobilenet_v2_00_32,porte-mine,keycap-puller,5
object100_tf_mobilenet_v2_00_32,porte-mine,other,8
object100_tf_mobilenet_v2_00_32,porte-mine,pc-stand,4
object100_tf_mobilenet_v2_00_32,porte-mine,porte-mine,6
