model,wanted,prediction,count
object100_tf_mobilenet_v2_00_27,ecouteurs,ecouteurs,1
object100_tf_mobilenet_v2_00_27,ecouteurs,keycap-puller,4
object100_tf_mobilenet_v2_00_27,ecouteurs,other,13
object100_tf_mobilenet_v2_00_27,ecouteurs,pc-stand,1
object100_tf_mobilenet_v2_00_27,ecouteurs,porte-mine,4
object100_tf_mobilenet_v2_00_27,keycap-puller,ecouteurs,3
object100_tf_mobilenet_v2_00_27,keycap-puller,keycap-puller,0
object100_tf_mobilenet_v2_00_27,keycap-puller,other,15
object100_tf_mobilenet_v2_00_27,keycap-puller,pc-stand,2
object100_tf_mobilenet_v2_00_27,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_27,other,ecouteurs,3
object100_tf_mobilenet_v2_00_27,other,keycap-puller,0
object100_tf_mobilenet_v2_00_27,other,other,6
object100_tf_mobilenet_v2_00_27,other,pc-stand,2
object100_tf_mobilenet_v2_00_27,other,porte-mine,2
object100_tf_mobilenet_v2_00_27,pc-stand,ecouteurs,2
object100_tf_mobilenet_v2_00_27,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_27,pc-stand,other,11
object100_tf_mobilenet_v2_00_27,pc-stand,pc-stand,0
object100_tf_mobilenet_v2_00_27,pc-stand,porte-mine,2
object100_tf_mobilenet_v2_00_27,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_27,porte-mine,keycap-puller,0
object100_tf_mobilenet_v2_00_27,porte-mine,other,20
object100_tf_mobilenet_v2_00_27,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_27,porte-mine,porte-mine,4
