model,wanted,prediction,count
object100_tf_mobilenet_v2_00_34,ecouteurs,ecouteurs,19
object100_tf_mobilenet_v2_00_34,ecouteurs,keycap-puller,1
object100_tf_mobilenet_v2_00_34,ecouteurs,other,3
object100_tf_mobilenet_v2_00_34,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_34,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_34,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_34,keycap-puller,keycap-puller,9
object100_tf_mobilenet_v2_00_34,keycap-puller,other,2
object100_tf_mobilenet_v2_00_34,keycap-puller,pc-stand,2
object100_tf_mobilenet_v2_00_34,keycap-puller,porte-mine,9
object100_tf_mobilenet_v2_00_34,other,ecouteurs,0
object100_tf_mobilenet_v2_00_34,other,keycap-puller,1
object100_tf_mobilenet_v2_00_34,other,other,10
object100_tf_mobilenet_v2_00_34,other,pc-stand,2
object100_tf_mobilenet_v2_00_34,other,porte-mine,0
object100_tf_mobilenet_v2_00_34,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_34,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_34,pc-stand,other,0
object100_tf_mobilenet_v2_00_34,pc-stand,pc-stand,15
object100_tf_mobilenet_v2_00_34,pc-stand,porte-mine,1
object100_tf_mobilenet_v2_00_34,porte-mine,ecouteurs,1
object100_tf_mobilenet_v2_00_34,porte-mine,keycap-puller,1
object100_tf_mobilenet_v2_00_34,porte-mine,other,0
object100_tf_mobilenet_v2_00_34,porte-mine,pc-stand,5
object100_tf_mobilenet_v2_00_34,porte-mine,porte-mine,18
