model,wanted,prediction,count
object100_pt_mobilenet_v2_02_176,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_176,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_176,ecouteurs,other,0
object100_pt_mobilenet_v2_02_176,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_176,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_176,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_176,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_176,keycap-puller,other,1
object100_pt_mobilenet_v2_02_176,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_176,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_176,other,ecouteurs,0
object100_pt_mobilenet_v2_02_176,other,keycap-puller,2
object100_pt_mobilenet_v2_02_176,other,other,16
object100_pt_mobilenet_v2_02_176,other,pc-stand,0
object100_pt_mobilenet_v2_02_176,other,porte-mine,1
object100_pt_mobilenet_v2_02_176,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_176,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_176,pc-stand,other,0
object100_pt_mobilenet_v2_02_176,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_176,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_176,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_176,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_176,porte-mine,other,0
object100_pt_mobilenet_v2_02_176,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_176,porte-mine,porte-mine,19
