model,wanted,prediction,count
object100_tf_mobilenet_v2_00_47,ecouteurs,ecouteurs,8
object100_tf_mobilenet_v2_00_47,ecouteurs,keycap-puller,3
object100_tf_mobilenet_v2_00_47,ecouteurs,other,0
object100_tf_mobilenet_v2_00_47,ecouteurs,pc-stand,10
object100_tf_mobilenet_v2_00_47,ecouteurs,porte-mine,2
object100_tf_mobilenet_v2_00_47,keycap-puller,ecouteurs,1
object100_tf_mobilenet_v2_00_47,keycap-puller,keycap-puller,7
object100_tf_mobilenet_v2_00_47,keycap-puller,other,4
object100_tf_mobilenet_v2_00_47,keycap-puller,pc-stand,7
object100_tf_mobilenet_v2_00_47,keycap-puller,porte-mine,3
object100_tf_mobilenet_v2_00_47,other,ecouteurs,5
object100_tf_mobilenet_v2_00_47,other,keycap-puller,2
object100_tf_mobilenet_v2_00_47,other,other,3
object100_tf_mobilenet_v2_00_47,other,pc-stand,0
object100_tf_mobilenet_v2_00_47,other,porte-mine,3
object100_tf_mobilenet_v2_00_47,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_47,pc-stand,keycap-puller,8
object100_tf_mobilenet_v2_00_47,pc-stand,other,1
object100_tf_mobilenet_v2_00_47,pc-stand,pc-stand,6
object100_tf_mobilenet_v2_00_47,pc-stand,porte-mine,1
object100_tf_mobilenet_v2_00_47,porte-mine,ecouteurs,3
object100_tf_mobilenet_v2_00_47,porte-mine,keycap-puller,7
object100_tf_mobilenet_v2_00_47,porte-mine,other,2
object100_tf_mobilenet_v2_00_47,porte-mine,pc-stand,4
object100_tf_mobilenet_v2_00_47,porte-mine,porte-mine,9
