model,epoch,accuracy,loss,val_accuracy,val_loss
object100_pt_efficientnet_b0_00_21,0,0.49246231155778897,1.5500127406575572,0.8585858585858586,1.46432234422125
object100_pt_efficientnet_b0_00_21,1,0.7562814070351759,1.2991626681993955,0.8383838383838383,1.199173042268464
object100_pt_efficientnet_b0_00_21,2,0.8065326633165829,0.9887837890404553,0.8484848484848485,0.8978475789831142
object100_pt_efficientnet_b0_00_21,3,0.8894472361809045,0.6755146459119403,0.898989898989899,0.6380463952970024
object100_pt_efficientnet_b0_00_21,4,0.8969849246231156,0.48390424236580354,0.8888888888888888,0.4865065773930212
object100_pt_efficientnet_b0_00_21,5,0.9095477386934674,0.3542996916040104,0.898989898989899,0.4044440749919776
object100_pt_efficientnet_b0_00_21,6,0.9371859296482412,0.26698131806886377,0.898989898989899,0.3748042503691683
object100_pt_efficientnet_b0_00_21,7,0.9472361809045227,0.24035563398545712,0.8888888888888888,0.3734168356115168
object100_pt_efficientnet_b0_00_21,8,0.9422110552763819,0.1842465980268603,0.9292929292929293,0.3118997355452692
object100_pt_efficientnet_b0_00_21,9,0.9597989949748744,0.16055047555110563,0.898989898989899,0.32075458178014465
object100_pt_efficientnet_b0_00_21,10,0.964824120603015,0.15244794760517139,0.9191919191919192,0.2983097561230563
object100_pt_efficientnet_b0_00_21,11,0.9798994974874372,0.10875816017988339,0.898989898989899,0.32340780103748495
object100_pt_efficientnet_b0_00_21,12,0.9798994974874372,0.09651300303600541,0.9090909090909091,0.3211403715640608
object100_pt_efficientnet_b0_00_21,13,0.9773869346733668,0.08554833019199083,0.898989898989899,0.34289714596187226
object100_pt_efficientnet_b0_00_21,14,0.9798994974874372,0.08750134816945497,0.898989898989899,0.292235194808907
object100_pt_efficientnet_b0_00_21,15,0.9723618090452262,0.09034650435849051,0.9090909090909091,0.31431813739390685
object100_pt_efficientnet_b0_00_21,16,0.9974874371859297,0.05412188876214339,0.9090909090909091,0.3156053621058512
object100_pt_efficientnet_b0_00_21,17,0.9849246231155779,0.06222420633213604,0.898989898989899,0.323325531105652
object100_pt_efficientnet_b0_00_21,18,0.9899497487437185,0.05488431049351716,0.898989898989899,0.3477913128268538
object100_pt_efficientnet_b0_00_21,19,0.9849246231155779,0.06575636689237614,0.9191919191919192,0.3209610197486149
object100_pt_efficientnet_b0_00_21,20,0.9949748743718593,0.04329459443126791,0.9191919191919192,0.3128022718327967
object100_pt_efficientnet_b0_00_21,21,0.9899497487437185,0.047688914051082866,0.9090909090909091,0.33793171744492617
object100_pt_efficientnet_b0_00_21,22,0.992462311557789,0.052029183518197665,0.898989898989899,0.3522656701429926
object100_pt_efficientnet_b0_00_21,23,1.0,0.02449469360986247,0.9090909090909091,0.3344711663220266
object100_pt_efficientnet_b0_00_21,24,0.9899497487437185,0.038709469883698014,0.9090909090909091,0.35791223153302615
object100_pt_efficientnet_b0_00_21,25,0.964824120603015,0.10168269815756448,0.9191919191919192,0.30119872030171785
object100_pt_efficientnet_b0_00_21,26,0.9773869346733668,0.06659529393716673,0.8787878787878788,0.37866566892750936
object100_pt_efficientnet_b0_00_21,27,0.9824120603015075,0.06754355447076672,0.9090909090909091,0.3436289703228859
object100_pt_efficientnet_b0_00_21,28,0.9824120603015075,0.05902633575451134,0.9090909090909091,0.3759337735898567
object100_pt_efficientnet_b0_00_21,29,0.9899497487437185,0.039249170945966666,0.9191919191919192,0.33465761172048974
object100_pt_efficientnet_b0_00_21,30,0.9949748743718593,0.02473192018030876,0.9292929292929293,0.32097604035428073
object100_pt_efficientnet_b0_00_21,31,0.992462311557789,0.023786317337135873,0.898989898989899,0.40249983822418883
object100_pt_efficientnet_b0_00_21,32,1.0,0.020115889721180325,0.9191919191919192,0.35180703781526346
object100_pt_efficientnet_b0_00_21,33,0.992462311557789,0.03039366666265019,0.9090909090909091,0.36062392172864594
object100_pt_efficientnet_b0_00_21,34,0.9974874371859297,0.016267143715823527,0.9191919191919192,0.33664944045941786
