model,wanted,prediction,count
object100_pt_mobilenet_v2_01_352,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_352,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_352,ecouteurs,other,0
object100_pt_mobilenet_v2_01_352,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_352,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_352,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_352,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_01_352,keycap-puller,other,2
object100_pt_mobilenet_v2_01_352,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_352,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_352,other,ecouteurs,0
object100_pt_mobilenet_v2_01_352,other,keycap-puller,2
object100_pt_mobilenet_v2_01_352,other,other,14
object100_pt_mobilenet_v2_01_352,other,pc-stand,1
object100_pt_mobilenet_v2_01_352,other,porte-mine,2
object100_pt_mobilenet_v2_01_352,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_352,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_352,pc-stand,other,0
object100_pt_mobilenet_v2_01_352,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_352,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_352,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_352,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_352,porte-mine,other,0
object100_pt_mobilenet_v2_01_352,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_352,porte-mine,porte-mine,19
