model,wanted,prediction,count
object100_tf_mobilenet_v2_00_00,0,0,0
object100_tf_mobilenet_v2_00_00,0,1,23
object100_tf_mobilenet_v2_00_00,0,2,0
object100_tf_mobilenet_v2_00_00,0,3,0
object100_tf_mobilenet_v2_00_00,0,4,0
object100_tf_mobilenet_v2_00_00,1,0,0
object100_tf_mobilenet_v2_00_00,1,1,22
object100_tf_mobilenet_v2_00_00,1,2,0
object100_tf_mobilenet_v2_00_00,1,3,0
object100_tf_mobilenet_v2_00_00,1,4,0
object100_tf_mobilenet_v2_00_00,2,0,0
object100_tf_mobilenet_v2_00_00,2,1,13
object100_tf_mobilenet_v2_00_00,2,2,0
object100_tf_mobilenet_v2_00_00,2,3,0
object100_tf_mobilenet_v2_00_00,2,4,0
object100_tf_mobilenet_v2_00_00,3,0,0
object100_tf_mobilenet_v2_00_00,3,1,13
object100_tf_mobilenet_v2_00_00,3,2,0
object100_tf_mobilenet_v2_00_00,3,3,0
object100_tf_mobilenet_v2_00_00,3,4,3
object100_tf_mobilenet_v2_00_00,4,0,0
object100_tf_mobilenet_v2_00_00,4,1,20
object100_tf_mobilenet_v2_00_00,4,2,0
object100_tf_mobilenet_v2_00_00,4,3,0
object100_tf_mobilenet_v2_00_00,4,4,5
