model,wanted,prediction,count
object100_pt_mobilenet_v2_02_161,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_161,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_161,ecouteurs,other,0
object100_pt_mobilenet_v2_02_161,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_161,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_161,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_161,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_161,keycap-puller,other,1
object100_pt_mobilenet_v2_02_161,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_161,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_161,other,ecouteurs,1
object100_pt_mobilenet_v2_02_161,other,keycap-puller,1
object100_pt_mobilenet_v2_02_161,other,other,17
object100_pt_mobilenet_v2_02_161,other,pc-stand,0
object100_pt_mobilenet_v2_02_161,other,porte-mine,0
object100_pt_mobilenet_v2_02_161,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_161,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_161,pc-stand,other,0
object100_pt_mobilenet_v2_02_161,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_161,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_161,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_161,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_161,porte-mine,other,0
object100_pt_mobilenet_v2_02_161,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_161,porte-mine,porte-mine,19
