model,wanted,prediction,count
object100_tf_mobilenet_v2_00_39,ecouteurs,ecouteurs,2
object100_tf_mobilenet_v2_00_39,ecouteurs,keycap-puller,2
object100_tf_mobilenet_v2_00_39,ecouteurs,other,15
object100_tf_mobilenet_v2_00_39,ecouteurs,pc-stand,2
object100_tf_mobilenet_v2_00_39,ecouteurs,porte-mine,2
object100_tf_mobilenet_v2_00_39,keycap-puller,ecouteurs,2
object100_tf_mobilenet_v2_00_39,keycap-puller,keycap-puller,9
object100_tf_mobilenet_v2_00_39,keycap-puller,other,3
object100_tf_mobilenet_v2_00_39,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_39,keycap-puller,porte-mine,8
object100_tf_mobilenet_v2_00_39,other,ecouteurs,3
object100_tf_mobilenet_v2_00_39,other,keycap-puller,2
object100_tf_mobilenet_v2_00_39,other,other,2
object100_tf_mobilenet_v2_00_39,other,pc-stand,6
object100_tf_mobilenet_v2_00_39,other,porte-mine,0
object100_tf_mobilenet_v2_00_39,pc-stand,ecouteurs,1
object100_tf_mobilenet_v2_00_39,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_39,pc-stand,other,4
object100_tf_mobilenet_v2_00_39,pc-stand,pc-stand,8
object100_tf_mobilenet_v2_00_39,pc-stand,porte-mine,2
object100_tf_mobilenet_v2_00_39,porte-mine,ecouteurs,4
object100_tf_mobilenet_v2_00_39,porte-mine,keycap-puller,11
object100_tf_mobilenet_v2_00_39,porte-mine,other,2
object100_tf_mobilenet_v2_00_39,porte-mine,pc-stand,3
object100_tf_mobilenet_v2_00_39,porte-mine,porte-mine,5
