model,wanted,prediction,count
object100_pt_mobilenet_v2_01_419,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_419,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_419,ecouteurs,other,0
object100_pt_mobilenet_v2_01_419,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_419,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_419,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_419,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_01_419,keycap-puller,other,1
object100_pt_mobilenet_v2_01_419,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_419,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_419,other,ecouteurs,0
object100_pt_mobilenet_v2_01_419,other,keycap-puller,2
object100_pt_mobilenet_v2_01_419,other,other,15
object100_pt_mobilenet_v2_01_419,other,pc-stand,0
object100_pt_mobilenet_v2_01_419,other,porte-mine,2
object100_pt_mobilenet_v2_01_419,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_419,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_419,pc-stand,other,0
object100_pt_mobilenet_v2_01_419,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_419,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_419,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_419,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_419,porte-mine,other,0
object100_pt_mobilenet_v2_01_419,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_419,porte-mine,porte-mine,19
