model,epoch,accuracy,loss,val_accuracy,val_loss
object100_tf_efficientnet_b0_00_27,0,0.2487437129020691,1.632599949836731,0.46464645862579346,1.3257309198379517
object100_tf_efficientnet_b0_00_27,1,0.5150753855705261,1.23974609375,0.6868686676025391,0.9992002248764038
object100_tf_efficientnet_b0_00_27,2,0.713567852973938,0.983280599117279,0.8585858345031738,0.7841381430625916
object100_tf_efficientnet_b0_00_27,3,0.7713567614555359,0.8094053864479065,0.8787878751754761,0.6497281789779663
object100_tf_efficientnet_b0_00_27,4,0.8065326809883118,0.7171269059181213,0.8989899158477783,0.5557247996330261
object100_tf_efficientnet_b0_00_27,5,0.8542713522911072,0.6274923086166382,0.8989899158477783,0.488650918006897
object100_tf_efficientnet_b0_00_27,6,0.8743718862533569,0.5374436378479004,0.9191918969154358,0.43940165638923645
object100_tf_efficientnet_b0_00_27,7,0.8793969750404358,0.49984362721443176,0.9292929172515869,0.39956745505332947
object100_tf_efficientnet_b0_00_27,8,0.9045225977897644,0.45582500100135803,0.939393937587738,0.3706023097038269
object100_tf_efficientnet_b0_00_27,9,0.8994975090026855,0.43257439136505127,0.9494949579238892,0.347166508436203
object100_tf_efficientnet_b0_00_27,10,0.9120603203773499,0.38384324312210083,0.9494949579238892,0.32598114013671875
object100_tf_efficientnet_b0_00_27,11,0.9321607947349548,0.3649972379207611,0.9494949579238892,0.30927950143814087
object100_tf_efficientnet_b0_00_27,12,0.9221105575561523,0.36041781306266785,0.9494949579238892,0.2941761314868927
object100_tf_efficientnet_b0_00_27,13,0.9346733689308167,0.3140907287597656,0.9494949579238892,0.28208985924720764
object100_tf_efficientnet_b0_00_27,14,0.9447236061096191,0.29931026697158813,0.9494949579238892,0.27188369631767273
object100_tf_efficientnet_b0_00_27,15,0.9497487545013428,0.2833084464073181,0.9494949579238892,0.2625247538089752
object100_tf_efficientnet_b0_00_27,16,0.9371859431266785,0.2869897186756134,0.9494949579238892,0.2531502842903137
object100_tf_efficientnet_b0_00_27,17,0.9497487545013428,0.269954115152359,0.9494949579238892,0.24522197246551514
object100_tf_efficientnet_b0_00_27,18,0.9371859431266785,0.2791270315647125,0.9494949579238892,0.23988540470600128
object100_tf_efficientnet_b0_00_27,19,0.9547738432884216,0.23720882833003998,0.9595959782600403,0.23620572686195374
object100_tf_efficientnet_b0_00_27,20,0.9572864174842834,0.2154558300971985,0.9595959782600403,0.2310243397951126
object100_tf_efficientnet_b0_00_27,21,0.9547738432884216,0.23775596916675568,0.9595959782600403,0.22583240270614624
object100_tf_efficientnet_b0_00_27,22,0.9497487545013428,0.22560228407382965,0.9595959782600403,0.22184458374977112
object100_tf_efficientnet_b0_00_27,23,0.9396985173225403,0.21841630339622498,0.9595959782600403,0.21856030821800232
object100_tf_efficientnet_b0_00_27,24,0.9371859431266785,0.23403087258338928,0.9494949579238892,0.21782991290092468
object100_tf_efficientnet_b0_00_27,25,0.9422110319137573,0.23676127195358276,0.9494949579238892,0.21737748384475708
object100_tf_efficientnet_b0_00_27,26,0.9673366546630859,0.19373302161693573,0.9494949579238892,0.21618396043777466
object100_tf_efficientnet_b0_00_27,27,0.9673366546630859,0.19196435809135437,0.9494949579238892,0.21399517357349396
object100_tf_efficientnet_b0_00_27,28,0.9673366546630859,0.1932281106710434,0.9494949579238892,0.21129892766475677
object100_tf_efficientnet_b0_00_27,29,0.9597989916801453,0.18384191393852234,0.9494949579238892,0.20881475508213043
object100_tf_efficientnet_b0_00_27,30,0.9572864174842834,0.19415511190891266,0.9494949579238892,0.20672570168972015
object100_tf_efficientnet_b0_00_27,31,0.9623115658760071,0.17400816082954407,0.9494949579238892,0.20441079139709473
object100_tf_efficientnet_b0_00_27,32,0.9748743772506714,0.1559041291475296,0.9494949579238892,0.20339184999465942
object100_tf_efficientnet_b0_00_27,33,0.9597989916801453,0.16174989938735962,0.9494949579238892,0.2015409767627716
object100_tf_efficientnet_b0_00_27,34,0.9648241400718689,0.1720452457666397,0.9494949579238892,0.19944386184215546
object100_tf_efficientnet_b0_00_27,35,0.9899497628211975,0.1421843320131302,0.9595959782600403,0.19837622344493866
object100_tf_efficientnet_b0_00_27,36,0.9698492288589478,0.15224020183086395,0.9494949579238892,0.19731302559375763
object100_tf_efficientnet_b0_00_27,37,0.9572864174842834,0.1591097116470337,0.9494949579238892,0.19497117400169373
object100_tf_efficientnet_b0_00_27,38,0.9723618030548096,0.14161227643489838,0.9494949579238892,0.19354280829429626
object100_tf_efficientnet_b0_00_27,39,0.9748743772506714,0.1475173681974411,0.939393937587738,0.1933518797159195
object100_tf_efficientnet_b0_00_27,40,0.9698492288589478,0.1385888010263443,0.939393937587738,0.19268129765987396
