model,wanted,prediction,count
object100_pt_mobilenet_v2_02_189,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_189,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_189,ecouteurs,other,0
object100_pt_mobilenet_v2_02_189,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_189,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_189,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_189,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_02_189,keycap-puller,other,2
object100_pt_mobilenet_v2_02_189,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_189,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_189,other,ecouteurs,1
object100_pt_mobilenet_v2_02_189,other,keycap-puller,0
object100_pt_mobilenet_v2_02_189,other,other,18
object100_pt_mobilenet_v2_02_189,other,pc-stand,0
object100_pt_mobilenet_v2_02_189,other,porte-mine,0
object100_pt_mobilenet_v2_02_189,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_189,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_189,pc-stand,other,0
object100_pt_mobilenet_v2_02_189,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_189,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_189,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_189,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_189,porte-mine,other,1
object100_pt_mobilenet_v2_02_189,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_189,porte-mine,porte-mine,18
