model,wanted,prediction,count
object100_pt_efficientnet_b0_00_41,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_41,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_41,ecouteurs,other,0
object100_pt_efficientnet_b0_00_41,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_41,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_41,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_41,keycap-puller,keycap-puller,26
object100_pt_efficientnet_b0_00_41,keycap-puller,other,1
object100_pt_efficientnet_b0_00_41,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_41,keycap-puller,porte-mine,2
object100_pt_efficientnet_b0_00_41,other,ecouteurs,2
object100_pt_efficientnet_b0_00_41,other,keycap-puller,1
object100_pt_efficientnet_b0_00_41,other,other,16
object100_pt_efficientnet_b0_00_41,other,pc-stand,0
object100_pt_efficientnet_b0_00_41,other,porte-mine,0
object100_pt_efficientnet_b0_00_41,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_41,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_41,pc-stand,other,0
object100_pt_efficientnet_b0_00_41,pc-stand,pc-stand,15
object100_pt_efficientnet_b0_00_41,pc-stand,porte-mine,1
object100_pt_efficientnet_b0_00_41,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_41,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_41,porte-mine,other,0
object100_pt_efficientnet_b0_00_41,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_41,porte-mine,porte-mine,19
