model,wanted,prediction,count
object100_tf_mobilenet_v2_00_38,ecouteurs,ecouteurs,0
object100_tf_mobilenet_v2_00_38,ecouteurs,keycap-puller,7
object100_tf_mobilenet_v2_00_38,ecouteurs,other,5
object100_tf_mobilenet_v2_00_38,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_38,ecouteurs,porte-mine,11
object100_tf_mobilenet_v2_00_38,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_38,keycap-puller,keycap-puller,3
object100_tf_mobilenet_v2_00_38,keycap-puller,other,17
object100_tf_mobilenet_v2_00_38,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_38,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_38,other,ecouteurs,0
object100_tf_mobilenet_v2_00_38,other,keycap-puller,2
object100_tf_mobilenet_v2_00_38,other,other,9
object100_tf_mobilenet_v2_00_38,other,pc-stand,0
object100_tf_mobilenet_v2_00_38,other,porte-mine,2
object100_tf_mobilenet_v2_00_38,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_38,pc-stand,keycap-puller,3
object100_tf_mobilenet_v2_00_38,pc-stand,other,8
object100_tf_mobilenet_v2_00_38,pc-stand,pc-stand,1
object100_tf_mobilenet_v2_00_38,pc-stand,porte-mine,4
object100_tf_mobilenet_v2_00_38,porte-mine,ecouteurs,1
object100_tf_mobilenet_v2_00_38,porte-mine,keycap-puller,5
object100_tf_mobilenet_v2_00_38,porte-mine,other,16
object100_tf_mobilenet_v2_00_38,porte-mine,pc-stand,0
object100_tf_mobilenet_v2_00_38,porte-mine,porte-mine,3
