model,wanted,prediction,count
object100_pt_mobilenet_v2_02_23,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_23,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_23,ecouteurs,other,0
object100_pt_mobilenet_v2_02_23,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_23,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_23,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_23,keycap-puller,keycap-puller,24
object100_pt_mobilenet_v2_02_23,keycap-puller,other,2
object100_pt_mobilenet_v2_02_23,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_23,keycap-puller,porte-mine,3
object100_pt_mobilenet_v2_02_23,other,ecouteurs,0
object100_pt_mobilenet_v2_02_23,other,keycap-puller,0
object100_pt_mobilenet_v2_02_23,other,other,19
object100_pt_mobilenet_v2_02_23,other,pc-stand,0
object100_pt_mobilenet_v2_02_23,other,porte-mine,0
object100_pt_mobilenet_v2_02_23,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_23,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_23,pc-stand,other,0
object100_pt_mobilenet_v2_02_23,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_23,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_23,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_23,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_23,porte-mine,other,0
object100_pt_mobilenet_v2_02_23,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_23,porte-mine,porte-mine,19
