model,wanted,prediction,count
object100_pt_mobilenet_v2_01_76,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_76,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_76,ecouteurs,other,0
object100_pt_mobilenet_v2_01_76,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_76,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_76,keycap-puller,ecouteurs,1
object100_pt_mobilenet_v2_01_76,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_76,keycap-puller,other,2
object100_pt_mobilenet_v2_01_76,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_76,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_76,other,ecouteurs,1
object100_pt_mobilenet_v2_01_76,other,keycap-puller,1
object100_pt_mobilenet_v2_01_76,other,other,16
object100_pt_mobilenet_v2_01_76,other,pc-stand,0
object100_pt_mobilenet_v2_01_76,other,porte-mine,1
object100_pt_mobilenet_v2_01_76,pc-stand,ecouteurs,1
object100_pt_mobilenet_v2_01_76,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_76,pc-stand,other,0
object100_pt_mobilenet_v2_01_76,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_76,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_76,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_76,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_76,porte-mine,other,0
object100_pt_mobilenet_v2_01_76,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_76,porte-mine,porte-mine,18
