model,wanted,prediction,count
object100_pt_efficientnet_b0_00_25,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_25,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_25,ecouteurs,other,0
object100_pt_efficientnet_b0_00_25,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_25,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_25,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_25,keycap-puller,keycap-puller,26
object100_pt_efficientnet_b0_00_25,keycap-puller,other,1
object100_pt_efficientnet_b0_00_25,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_25,keycap-puller,porte-mine,2
object100_pt_efficientnet_b0_00_25,other,ecouteurs,1
object100_pt_efficientnet_b0_00_25,other,keycap-puller,1
object100_pt_efficientnet_b0_00_25,other,other,17
object100_pt_efficientnet_b0_00_25,other,pc-stand,0
object100_pt_efficientnet_b0_00_25,other,porte-mine,0
object100_pt_efficientnet_b0_00_25,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_25,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_25,pc-stand,other,0
object100_pt_efficientnet_b0_00_25,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_25,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_25,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_25,porte-mine,keycap-puller,1
object100_pt_efficientnet_b0_00_25,porte-mine,other,0
object100_pt_efficientnet_b0_00_25,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_25,porte-mine,porte-mine,18
