model,wanted,prediction,count
object100_tf_efficientnet_b0_00_22,ecouteurs,ecouteurs,23
object100_tf_efficientnet_b0_00_22,ecouteurs,keycap-puller,0
object100_tf_efficientnet_b0_00_22,ecouteurs,other,0
object100_tf_efficientnet_b0_00_22,ecouteurs,pc-stand,0
object100_tf_efficientnet_b0_00_22,ecouteurs,porte-mine,0
object100_tf_efficientnet_b0_00_22,keycap-puller,ecouteurs,0
object100_tf_efficientnet_b0_00_22,keycap-puller,keycap-puller,21
object100_tf_efficientnet_b0_00_22,keycap-puller,other,1
object100_tf_efficientnet_b0_00_22,keycap-puller,pc-stand,0
object100_tf_efficientnet_b0_00_22,keycap-puller,porte-mine,0
object100_tf_efficientnet_b0_00_22,other,ecouteurs,1
object100_tf_efficientnet_b0_00_22,other,keycap-puller,0
object100_tf_efficientnet_b0_00_22,other,other,12
object100_tf_efficientnet_b0_00_22,other,pc-stand,0
object100_tf_efficientnet_b0_00_22,other,porte-mine,0
object100_tf_efficientnet_b0_00_22,pc-stand,ecouteurs,0
object100_tf_efficientnet_b0_00_22,pc-stand,keycap-puller,0
object100_tf_efficientnet_b0_00_22,pc-stand,other,0
object100_tf_efficientnet_b0_00_22,pc-stand,pc-stand,16
object100_tf_efficientnet_b0_00_22,pc-stand,porte-mine,0
object100_tf_efficientnet_b0_00_22,porte-mine,ecouteurs,0
object100_tf_efficientnet_b0_00_22,porte-mine,keycap-puller,1
object100_tf_efficientnet_b0_00_22,porte-mine,other,0
object100_tf_efficientnet_b0_00_22,porte-mine,pc-stand,1
object100_tf_efficientnet_b0_00_22,porte-mine,porte-mine,23
