model,wanted,prediction,count
object100_pt_efficientnet_b0_00_47,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_47,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_47,ecouteurs,other,0
object100_pt_efficientnet_b0_00_47,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_47,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_47,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_47,keycap-puller,keycap-puller,27
object100_pt_efficientnet_b0_00_47,keycap-puller,other,1
object100_pt_efficientnet_b0_00_47,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_47,keycap-puller,porte-mine,1
object100_pt_efficientnet_b0_00_47,other,ecouteurs,1
object100_pt_efficientnet_b0_00_47,other,keycap-puller,1
object100_pt_efficientnet_b0_00_47,other,other,17
object100_pt_efficientnet_b0_00_47,other,pc-stand,0
object100_pt_efficientnet_b0_00_47,other,porte-mine,0
object100_pt_efficientnet_b0_00_47,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_47,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_47,pc-stand,other,0
object100_pt_efficientnet_b0_00_47,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_47,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_47,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_47,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_47,porte-mine,other,0
object100_pt_efficientnet_b0_00_47,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_47,porte-mine,porte-mine,19
