model,wanted,prediction,count
object100_pt_efficientnet_b0_00_45,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_45,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_45,ecouteurs,other,0
object100_pt_efficientnet_b0_00_45,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_45,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_45,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_45,keycap-puller,keycap-puller,25
object100_pt_efficientnet_b0_00_45,keycap-puller,other,1
object100_pt_efficientnet_b0_00_45,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_45,keycap-puller,porte-mine,3
object100_pt_efficientnet_b0_00_45,other,ecouteurs,1
object100_pt_efficientnet_b0_00_45,other,keycap-puller,1
object100_pt_efficientnet_b0_00_45,other,other,17
object100_pt_efficientnet_b0_00_45,other,pc-stand,0
object100_pt_efficientnet_b0_00_45,other,porte-mine,0
object100_pt_efficientnet_b0_00_45,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_45,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_45,pc-stand,other,0
object100_pt_efficientnet_b0_00_45,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_45,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_45,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_45,porte-mine,keycap-puller,1
object100_pt_efficientnet_b0_00_45,porte-mine,other,0
object100_pt_efficientnet_b0_00_45,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_45,porte-mine,porte-mine,18
