model,wanted,prediction,count
object100_tf_mobilenet_v2_00_50,ecouteurs,ecouteurs,16
object100_tf_mobilenet_v2_00_50,ecouteurs,keycap-puller,1
object100_tf_mobilenet_v2_00_50,ecouteurs,other,5
object100_tf_mobilenet_v2_00_50,ecouteurs,pc-stand,1
object100_tf_mobilenet_v2_00_50,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_50,keycap-puller,ecouteurs,3
object100_tf_mobilenet_v2_00_50,keycap-puller,keycap-puller,11
object100_tf_mobilenet_v2_00_50,keycap-puller,other,3
object100_tf_mobilenet_v2_00_50,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_50,keycap-puller,porte-mine,5
object100_tf_mobilenet_v2_00_50,other,ecouteurs,0
object100_tf_mobilenet_v2_00_50,other,keycap-puller,5
object100_tf_mobilenet_v2_00_50,other,other,5
object100_tf_mobilenet_v2_00_50,other,pc-stand,3
object100_tf_mobilenet_v2_00_50,other,porte-mine,0
object100_tf_mobilenet_v2_00_50,pc-stand,ecouteurs,1
object100_tf_mobilenet_v2_00_50,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_50,pc-stand,other,2
object100_tf_mobilenet_v2_00_50,pc-stand,pc-stand,10
object100_tf_mobilenet_v2_00_50,pc-stand,porte-mine,2
object100_tf_mobilenet_v2_00_50,porte-mine,ecouteurs,5
object100_tf_mobilenet_v2_00_50,porte-mine,keycap-puller,4
object100_tf_mobilenet_v2_00_50,porte-mine,other,3
object100_tf_mobilenet_v2_00_50,porte-mine,pc-stand,7
object100_tf_mobilenet_v2_00_50,porte-mine,porte-mine,6
