model,epoch,accuracy,loss,val_accuracy,val_loss
object100_pt_mobilenet_v2_02_158,0,0.4723618090452261,1.3050174964732262,0.7272727272727273,0.9965954561426182
object100_pt_mobilenet_v2_02_158,1,0.7537688442211056,0.7959391825163185,0.8383838383838383,0.6870548231433137
object100_pt_mobilenet_v2_02_158,2,0.864321608040201,0.5212246308374644,0.8181818181818182,0.5743266801641445
object100_pt_mobilenet_v2_02_158,3,0.8919597989949749,0.4052733196385542,0.8282828282828283,0.48864426606833333
object100_pt_mobilenet_v2_02_158,4,0.871859296482412,0.3963360465950702,0.9090909090909091,0.40401915408144096
object100_pt_mobilenet_v2_02_158,5,0.9045226130653267,0.31990530472903994,0.9191919191919192,0.3683754265910447
object100_pt_mobilenet_v2_02_158,6,0.9422110552763819,0.26142247605263885,0.8686868686868687,0.39506987971488877
object100_pt_mobilenet_v2_02_158,7,0.9296482412060302,0.24408780285461465,0.8888888888888888,0.3769564186081742
object100_pt_mobilenet_v2_02_158,8,0.9221105527638191,0.22927838938320103,0.898989898989899,0.31027150394940617
object100_pt_mobilenet_v2_02_158,9,0.9296482412060302,0.2199703900882946,0.8585858585858586,0.36335947627973075
object100_pt_mobilenet_v2_02_158,10,0.9271356783919598,0.23270612879277175,0.8888888888888888,0.3594827381047336
object100_pt_mobilenet_v2_02_158,11,0.949748743718593,0.16666481632683144,0.898989898989899,0.31655753050187624
object100_pt_mobilenet_v2_02_158,12,0.9472361809045227,0.17050313709968298,0.898989898989899,0.3216249578528934
object100_pt_mobilenet_v2_02_158,13,0.9371859296482412,0.17974509014256634,0.8484848484848485,0.38318367076642584
object100_pt_mobilenet_v2_02_158,14,0.9597989949748744,0.14695818149414494,0.9191919191919192,0.2796152402656247
object100_pt_mobilenet_v2_02_158,15,0.949748743718593,0.14910537618488523,0.8383838383838383,0.3639500758262596
object100_pt_mobilenet_v2_02_158,16,0.957286432160804,0.1437376517446796,0.8888888888888888,0.32742572282299853
object100_pt_mobilenet_v2_02_158,17,0.9597989949748744,0.1196407985372759,0.9191919191919192,0.26592461952958446
object100_pt_mobilenet_v2_02_158,18,0.9547738693467337,0.13982852552104835,0.898989898989899,0.3403379733514304
object100_pt_mobilenet_v2_02_158,19,0.9547738693467337,0.1305141625691898,0.8888888888888888,0.3384519043293866
object100_pt_mobilenet_v2_02_158,20,0.9522613065326633,0.12014055574060085,0.9090909090909091,0.31346196086719785
object100_pt_mobilenet_v2_02_158,21,0.9748743718592965,0.11411684873190957,0.898989898989899,0.3278967867595981
object100_pt_mobilenet_v2_02_158,22,0.9723618090452262,0.10321082252466199,0.8888888888888888,0.36139970280305306
object100_pt_mobilenet_v2_02_158,23,0.9824120603015075,0.07988389262264997,0.9090909090909091,0.2899684478538205
object100_pt_mobilenet_v2_02_158,24,0.9723618090452262,0.09160425023517417,0.8585858585858586,0.43225321113461196
object100_pt_mobilenet_v2_02_158,25,0.9748743718592965,0.08291355194757931,0.9191919191919192,0.3211400270311519
object100_pt_mobilenet_v2_02_158,26,0.9824120603015075,0.07787465360296432,0.8585858585858586,0.40225585015735243
object100_pt_mobilenet_v2_02_158,27,0.964824120603015,0.09926769501019513,0.898989898989899,0.34544693114179553
object100_pt_mobilenet_v2_02_158,28,0.8417085427135679,0.4290725286282487,0.8080808080808081,0.574728087945418
object100_pt_mobilenet_v2_02_158,29,0.9422110552763819,0.18843982694436556,0.8686868686868687,0.4636648440677108
object100_pt_mobilenet_v2_02_158,30,0.9296482412060302,0.1749111430429334,0.9393939393939394,0.27160644203876005
object100_pt_mobilenet_v2_02_158,31,0.9723618090452262,0.08767352680015804,0.9191919191919192,0.3044182233738177
object100_pt_mobilenet_v2_02_158,32,0.9698492462311558,0.08281546808666919,0.9191919191919192,0.31514659764790776
object100_pt_mobilenet_v2_02_158,33,0.9698492462311558,0.0770048244514657,0.8080808080808081,0.5259681834716989
object100_pt_mobilenet_v2_02_158,34,0.9698492462311558,0.07546602527437797,0.9393939393939394,0.25419842148895816
object100_pt_mobilenet_v2_02_158,35,0.9974874371859297,0.01755380942650027,0.9393939393939394,0.32041224822251485
object100_pt_mobilenet_v2_02_158,36,0.9949748743718593,0.017732331805380443,0.8888888888888888,0.46182334193262514
object100_pt_mobilenet_v2_02_158,37,0.9798994974874372,0.055168429212925495,0.8787878787878788,0.4774935049842102
object100_pt_mobilenet_v2_02_158,38,0.9874371859296482,0.04390515154929616,0.9292929292929293,0.3096468439607909
object100_pt_mobilenet_v2_02_158,39,0.9874371859296482,0.03925509489698326,0.9191919191919192,0.3304237875831078
object100_pt_mobilenet_v2_02_158,40,0.9849246231155779,0.04622272407664126,0.8585858585858586,0.4701625734868676
object100_pt_mobilenet_v2_02_158,41,0.9949748743718593,0.015869020210607116,0.9191919191919192,0.24837347048551145
object100_pt_mobilenet_v2_02_158,42,0.992462311557789,0.03321316276194911,0.9292929292929293,0.3003293312251135
object100_pt_mobilenet_v2_02_158,43,0.9874371859296482,0.032277544763819055,0.9393939393939394,0.2771472946524319
object100_pt_mobilenet_v2_02_158,44,0.9798994974874372,0.038590794218289926,0.9292929292929293,0.35705595936701456
object100_pt_mobilenet_v2_02_158,45,0.9849246231155779,0.04175714150670186,0.9090909090909091,0.3500184853269596
object100_pt_mobilenet_v2_02_158,46,0.9874371859296482,0.03141393166517455,0.898989898989899,0.5260107763760695
object100_pt_mobilenet_v2_02_158,47,0.9824120603015075,0.04788961121110461,0.9292929292929293,0.30156271296995457
object100_pt_mobilenet_v2_02_158,48,0.992462311557789,0.025390726095299476,0.9191919191919192,0.30623860860339275
object100_pt_mobilenet_v2_02_158,49,0.9974874371859297,0.008221611213266625,0.9393939393939394,0.2787314364592535
object100_pt_mobilenet_v2_02_158,50,1.0,0.003908289016994306,0.9393939393939394,0.3403001321853618
object100_pt_mobilenet_v2_02_158,51,0.9974874371859297,0.008276356710589038,0.9292929292929293,0.362159139617826
