model,wanted,prediction,count
object100_pt_mobilenet_v2_01_343,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_343,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_343,ecouteurs,other,0
object100_pt_mobilenet_v2_01_343,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_343,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_343,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_343,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_343,keycap-puller,other,2
object100_pt_mobilenet_v2_01_343,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_343,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_343,other,ecouteurs,0
object100_pt_mobilenet_v2_01_343,other,keycap-puller,0
object100_pt_mobilenet_v2_01_343,other,other,19
object100_pt_mobilenet_v2_01_343,other,pc-stand,0
object100_pt_mobilenet_v2_01_343,other,porte-mine,0
object100_pt_mobilenet_v2_01_343,pc-stand,ecouteurs,1
object100_pt_mobilenet_v2_01_343,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_343,pc-stand,other,0
object100_pt_mobilenet_v2_01_343,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_343,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_343,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_343,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_343,porte-mine,other,1
object100_pt_mobilenet_v2_01_343,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_343,porte-mine,porte-mine,18
