model,wanted,prediction,count
object100_pt_mobilenet_v2_01_315,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_315,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_315,ecouteurs,other,0
object100_pt_mobilenet_v2_01_315,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_315,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_315,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_315,keycap-puller,keycap-puller,24
object100_pt_mobilenet_v2_01_315,keycap-puller,other,3
object100_pt_mobilenet_v2_01_315,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_315,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_315,other,ecouteurs,1
object100_pt_mobilenet_v2_01_315,other,keycap-puller,1
object100_pt_mobilenet_v2_01_315,other,other,15
object100_pt_mobilenet_v2_01_315,other,pc-stand,0
object100_pt_mobilenet_v2_01_315,other,porte-mine,2
object100_pt_mobilenet_v2_01_315,pc-stand,ecouteurs,1
object100_pt_mobilenet_v2_01_315,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_315,pc-stand,other,0
object100_pt_mobilenet_v2_01_315,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_315,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_315,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_315,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_315,porte-mine,other,0
object100_pt_mobilenet_v2_01_315,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_315,porte-mine,porte-mine,19
