model,wanted,prediction,count
object100_pt_mobilenet_v2_02_150,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_150,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_150,ecouteurs,other,0
object100_pt_mobilenet_v2_02_150,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_150,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_150,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_150,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_02_150,keycap-puller,other,2
object100_pt_mobilenet_v2_02_150,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_150,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_150,other,ecouteurs,0
object100_pt_mobilenet_v2_02_150,other,keycap-puller,1
object100_pt_mobilenet_v2_02_150,other,other,18
object100_pt_mobilenet_v2_02_150,other,pc-stand,0
object100_pt_mobilenet_v2_02_150,other,porte-mine,0
object100_pt_mobilenet_v2_02_150,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_150,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_150,pc-stand,other,0
object100_pt_mobilenet_v2_02_150,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_150,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_150,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_150,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_02_150,porte-mine,other,0
object100_pt_mobilenet_v2_02_150,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_150,porte-mine,porte-mine,18
