model,wanted,prediction,count
object100_pt_mobilenet_v2_01_350,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_350,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_350,ecouteurs,other,0
object100_pt_mobilenet_v2_01_350,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_350,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_350,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_350,keycap-puller,keycap-puller,17
object100_pt_mobilenet_v2_01_350,keycap-puller,other,3
object100_pt_mobilenet_v2_01_350,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_01_350,keycap-puller,porte-mine,8
object100_pt_mobilenet_v2_01_350,other,ecouteurs,0
object100_pt_mobilenet_v2_01_350,other,keycap-puller,1
object100_pt_mobilenet_v2_01_350,other,other,16
object100_pt_mobilenet_v2_01_350,other,pc-stand,1
object100_pt_mobilenet_v2_01_350,other,porte-mine,1
object100_pt_mobilenet_v2_01_350,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_350,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_350,pc-stand,other,0
object100_pt_mobilenet_v2_01_350,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_350,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_350,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_350,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_350,porte-mine,other,0
object100_pt_mobilenet_v2_01_350,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_350,porte-mine,porte-mine,19
