model,wanted,prediction,count
object100_pt_efficientnet_b0_00_40,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_40,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_40,ecouteurs,other,0
object100_pt_efficientnet_b0_00_40,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_40,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_40,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_40,keycap-puller,keycap-puller,27
object100_pt_efficientnet_b0_00_40,keycap-puller,other,1
object100_pt_efficientnet_b0_00_40,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_40,keycap-puller,porte-mine,1
object100_pt_efficientnet_b0_00_40,other,ecouteurs,1
object100_pt_efficientnet_b0_00_40,other,keycap-puller,0
object100_pt_efficientnet_b0_00_40,other,other,18
object100_pt_efficientnet_b0_00_40,other,pc-stand,0
object100_pt_efficientnet_b0_00_40,other,porte-mine,0
object100_pt_efficientnet_b0_00_40,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_40,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_40,pc-stand,other,0
object100_pt_efficientnet_b0_00_40,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_40,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_40,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_40,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_40,porte-mine,other,0
object100_pt_efficientnet_b0_00_40,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_40,porte-mine,porte-mine,19
