model,wanted,prediction,count
object100_tf_mobilenet_v2_00_25,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_25,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_25,ecouteurs,other,0
object100_tf_mobilenet_v2_00_25,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_25,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_25,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_25,keycap-puller,keycap-puller,20
object100_tf_mobilenet_v2_00_25,keycap-puller,other,1
object100_tf_mobilenet_v2_00_25,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_25,keycap-puller,porte-mine,1
object100_tf_mobilenet_v2_00_25,other,ecouteurs,0
object100_tf_mobilenet_v2_00_25,other,keycap-puller,0
object100_tf_mobilenet_v2_00_25,other,other,13
object100_tf_mobilenet_v2_00_25,other,pc-stand,0
object100_tf_mobilenet_v2_00_25,other,porte-mine,0
object100_tf_mobilenet_v2_00_25,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_25,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_25,pc-stand,other,0
object100_tf_mobilenet_v2_00_25,pc-stand,pc-stand,16
object100_tf_mobilenet_v2_00_25,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_25,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_25,porte-mine,keycap-puller,3
object100_tf_mobilenet_v2_00_25,porte-mine,other,1
object100_tf_mobilenet_v2_00_25,porte-mine,pc-stand,0
object100_tf_mobilenet_v2_00_25,porte-mine,porte-mine,21
