model,wanted,prediction,count
object100_pt_mobilenet_v2_01_171,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_171,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_171,ecouteurs,other,0
object100_pt_mobilenet_v2_01_171,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_171,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_171,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_171,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_01_171,keycap-puller,other,1
object100_pt_mobilenet_v2_01_171,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_171,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_171,other,ecouteurs,1
object100_pt_mobilenet_v2_01_171,other,keycap-puller,2
object100_pt_mobilenet_v2_01_171,other,other,15
object100_pt_mobilenet_v2_01_171,other,pc-stand,0
object100_pt_mobilenet_v2_01_171,other,porte-mine,1
object100_pt_mobilenet_v2_01_171,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_171,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_171,pc-stand,other,0
object100_pt_mobilenet_v2_01_171,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_01_171,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_171,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_171,porte-mine,keycap-puller,3
object100_pt_mobilenet_v2_01_171,porte-mine,other,0
object100_pt_mobilenet_v2_01_171,porte-mine,pc-stand,1
object100_pt_mobilenet_v2_01_171,porte-mine,porte-mine,15
