model,wanted,prediction,count
object100_pt_mobilenet_v2_01_335,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_335,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_335,ecouteurs,other,0
object100_pt_mobilenet_v2_01_335,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_335,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_335,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_335,keycap-puller,keycap-puller,19
object100_pt_mobilenet_v2_01_335,keycap-puller,other,2
object100_pt_mobilenet_v2_01_335,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_335,keycap-puller,porte-mine,8
object100_pt_mobilenet_v2_01_335,other,ecouteurs,0
object100_pt_mobilenet_v2_01_335,other,keycap-puller,1
object100_pt_mobilenet_v2_01_335,other,other,17
object100_pt_mobilenet_v2_01_335,other,pc-stand,0
object100_pt_mobilenet_v2_01_335,other,porte-mine,1
object100_pt_mobilenet_v2_01_335,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_335,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_335,pc-stand,other,0
object100_pt_mobilenet_v2_01_335,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_335,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_335,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_335,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_335,porte-mine,other,0
object100_pt_mobilenet_v2_01_335,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_335,porte-mine,porte-mine,19
