model,epoch,accuracy,loss,val_accuracy,val_loss
object100_pt_efficientnet_b0_00_27,0,0.5326633165829145,1.4087050937527987,0.6464646464646465,1.2116302348146535
object100_pt_efficientnet_b0_00_27,1,0.7587939698492462,0.907629045110252,0.7474747474747475,0.8220178816053603
object100_pt_efficientnet_b0_00_27,2,0.8994974874371859,0.5748077124806504,0.898989898989899,0.5507106811109216
object100_pt_efficientnet_b0_00_27,3,0.9246231155778895,0.39887992101698067,0.898989898989899,0.45052211724146446
object100_pt_efficientnet_b0_00_27,4,0.9396984924623115,0.3012066594320326,0.9090909090909091,0.3905502100183506
object100_pt_efficientnet_b0_00_27,5,0.9396984924623115,0.2542492761159662,0.9090909090909091,0.3632979621790876
object100_pt_efficientnet_b0_00_27,6,0.9472361809045227,0.2171635114068362,0.9191919191919192,0.3368429208945746
object100_pt_efficientnet_b0_00_27,7,0.964824120603015,0.1738014014522035,0.9292929292929293,0.33046108830456783
object100_pt_efficientnet_b0_00_27,8,0.964824120603015,0.1459635629426295,0.9191919191919192,0.3206527809603046
object100_pt_efficientnet_b0_00_27,9,0.9798994974874372,0.12284396583186322,0.9191919191919192,0.32539310915903613
object100_pt_efficientnet_b0_00_27,10,0.9698492462311558,0.12915621345965705,0.9191919191919192,0.3061005449806801
object100_pt_efficientnet_b0_00_27,11,0.9798994974874372,0.1086090308188194,0.9090909090909091,0.32274872425830725
object100_pt_efficientnet_b0_00_27,12,0.9824120603015075,0.09949155136867983,0.898989898989899,0.34254996282885775
object100_pt_efficientnet_b0_00_27,13,0.9824120603015075,0.09438628055641998,0.9191919191919192,0.33119384726189605
object100_pt_efficientnet_b0_00_27,14,0.9773869346733668,0.09929436249611666,0.9191919191919192,0.32869371267581227
object100_pt_efficientnet_b0_00_27,15,0.9874371859296482,0.08357323474021414,0.9191919191919192,0.31981240152710616
object100_pt_efficientnet_b0_00_27,16,0.9798994974874372,0.08623211939430717,0.9090909090909091,0.31502679599957034
object100_pt_efficientnet_b0_00_27,17,0.9949748743718593,0.06864011525433866,0.9292929292929293,0.29776043057291196
object100_pt_efficientnet_b0_00_27,18,0.9849246231155779,0.06848524240355695,0.9292929292929293,0.32208633151921356
object100_pt_efficientnet_b0_00_27,19,0.9899497487437185,0.06146613783647666,0.9191919191919192,0.30705291126864126
object100_pt_efficientnet_b0_00_27,20,0.9899497487437185,0.06677892499944972,0.9292929292929293,0.30016340507250844
object100_pt_efficientnet_b0_00_27,21,0.992462311557789,0.05171065774732199,0.898989898989899,0.3132168936797164
object100_pt_efficientnet_b0_00_27,22,0.9949748743718593,0.04314376909903545,0.9191919191919192,0.2895298336228036
object100_pt_efficientnet_b0_00_27,23,0.9849246231155779,0.06292666524798426,0.9191919191919192,0.29826839601225924
object100_pt_efficientnet_b0_00_27,24,0.9874371859296482,0.06137165597560418,0.9292929292929293,0.28962682053973576
object100_pt_efficientnet_b0_00_27,25,0.9874371859296482,0.05029616345787168,0.9292929292929293,0.28629236841442607
object100_pt_efficientnet_b0_00_27,26,0.9899497487437185,0.048315089776288324,0.9292929292929293,0.2840265305995038
object100_pt_efficientnet_b0_00_27,27,0.9949748743718593,0.03922650181271847,0.9191919191919192,0.30784428245717227
object100_pt_efficientnet_b0_00_27,28,0.992462311557789,0.039839763676363917,0.9191919191919192,0.29610649114380583
object100_pt_efficientnet_b0_00_27,29,0.9899497487437185,0.05277396429648351,0.9292929292929293,0.2870302685451778
object100_pt_efficientnet_b0_00_27,30,0.992462311557789,0.04071230178315136,0.9191919191919192,0.2923495654919834
object100_pt_efficientnet_b0_00_27,31,0.9949748743718593,0.041246373627578194,0.9292929292929293,0.28693222698539195
object100_pt_efficientnet_b0_00_27,32,0.9974874371859297,0.03189011664134474,0.9393939393939394,0.29512928839246133
object100_pt_efficientnet_b0_00_27,33,0.992462311557789,0.0314214447625543,0.9393939393939394,0.296921983953904
object100_pt_efficientnet_b0_00_27,34,0.9874371859296482,0.0481124922970132,0.9292929292929293,0.31240217733864833
object100_pt_efficientnet_b0_00_27,35,1.0,0.025429008229069374,0.9292929292929293,0.3017687363117331
object100_pt_efficientnet_b0_00_27,36,0.9949748743718593,0.026475353980783243,0.9393939393939394,0.2995602128782658
object100_pt_efficientnet_b0_00_27,37,0.9899497487437185,0.0526443295339918,0.9292929292929293,0.2999070819956486
object100_pt_efficientnet_b0_00_27,38,0.9899497487437185,0.03291146136614396,0.9393939393939394,0.2867593336850405
object100_pt_efficientnet_b0_00_27,39,0.9874371859296482,0.03364139521990589,0.9393939393939394,0.29971906463521525
object100_pt_efficientnet_b0_00_27,40,0.9949748743718593,0.035351319790785034,0.9393939393939394,0.3044489881757534
object100_pt_efficientnet_b0_00_27,41,0.992462311557789,0.02572372226610817,0.9393939393939394,0.2792885022971666
object100_pt_efficientnet_b0_00_27,42,0.9974874371859297,0.0186407473956202,0.9090909090909091,0.31296536542541076
object100_pt_efficientnet_b0_00_27,43,0.9899497487437185,0.02492375896504177,0.9090909090909091,0.3616702490759016
object100_pt_efficientnet_b0_00_27,44,0.9974874371859297,0.013438495484721289,0.9494949494949495,0.25412797373413776
object100_pt_efficientnet_b0_00_27,45,0.9974874371859297,0.00844272313377441,0.9191919191919192,0.28657387948543245
object100_pt_efficientnet_b0_00_27,46,0.9949748743718593,0.012802595373280533,0.9393939393939394,0.2718405338342894
object100_pt_efficientnet_b0_00_27,47,0.9899497487437185,0.03079390120996752,0.9191919191919192,0.3054319627905227
