model,wanted,prediction,count
object100_tf_mobilenet_v2_00_29,ecouteurs,ecouteurs,1
object100_tf_mobilenet_v2_00_29,ecouteurs,keycap-puller,4
object100_tf_mobilenet_v2_00_29,ecouteurs,other,13
object100_tf_mobilenet_v2_00_29,ecouteurs,pc-stand,1
object100_tf_mobilenet_v2_00_29,ecouteurs,porte-mine,4
object100_tf_mobilenet_v2_00_29,keycap-puller,ecouteurs,3
object100_tf_mobilenet_v2_00_29,keycap-puller,keycap-puller,0
object100_tf_mobilenet_v2_00_29,keycap-puller,other,15
object100_tf_mobilenet_v2_00_29,keycap-puller,pc-stand,2
object100_tf_mobilenet_v2_00_29,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_29,other,ecouteurs,3
object100_tf_mobilenet_v2_00_29,other,keycap-puller,0
object100_tf_mobilenet_v2_00_29,other,other,6
object100_tf_mobilenet_v2_00_29,other,pc-stand,2
object100_tf_mobilenet_v2_00_29,other,porte-mine,2
object100_tf_mobilenet_v2_00_29,pc-stand,ecouteurs,2
object100_tf_mobilenet_v2_00_29,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_29,pc-stand,other,11
object100_tf_mobilenet_v2_00_29,pc-stand,pc-stand,0
object100_tf_mobilenet_v2_00_29,pc-stand,porte-mine,2
object100_tf_mobilenet_v2_00_29,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_29,porte-mine,keycap-puller,0
object100_tf_mobilenet_v2_00_29,porte-mine,other,20
object100_tf_mobilenet_v2_00_29,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_29,porte-mine,porte-mine,4
