model,wanted,prediction,count
object100_tf_mobilenet_v2_00_09,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_09,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_09,ecouteurs,other,0
object100_tf_mobilenet_v2_00_09,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_09,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_09,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_09,keycap-puller,keycap-puller,19
object100_tf_mobilenet_v2_00_09,keycap-puller,other,1
object100_tf_mobilenet_v2_00_09,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_09,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_09,other,ecouteurs,0
object100_tf_mobilenet_v2_00_09,other,keycap-puller,0
object100_tf_mobilenet_v2_00_09,other,other,13
object100_tf_mobilenet_v2_00_09,other,pc-stand,0
object100_tf_mobilenet_v2_00_09,other,porte-mine,0
object100_tf_mobilenet_v2_00_09,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_09,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_09,pc-stand,other,1
object100_tf_mobilenet_v2_00_09,pc-stand,pc-stand,15
object100_tf_mobilenet_v2_00_09,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_09,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_09,porte-mine,keycap-puller,1
object100_tf_mobilenet_v2_00_09,porte-mine,other,1
object100_tf_mobilenet_v2_00_09,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_09,porte-mine,porte-mine,22
