model,wanted,prediction,count
object100_pt_mobilenet_v2_01_258,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_258,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_258,ecouteurs,other,0
object100_pt_mobilenet_v2_01_258,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_258,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_258,keycap-puller,ecouteurs,1
object100_pt_mobilenet_v2_01_258,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_258,keycap-puller,other,2
object100_pt_mobilenet_v2_01_258,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_258,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_258,other,ecouteurs,0
object100_pt_mobilenet_v2_01_258,other,keycap-puller,2
object100_pt_mobilenet_v2_01_258,other,other,15
object100_pt_mobilenet_v2_01_258,other,pc-stand,0
object100_pt_mobilenet_v2_01_258,other,porte-mine,2
object100_pt_mobilenet_v2_01_258,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_258,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_258,pc-stand,other,0
object100_pt_mobilenet_v2_01_258,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_258,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_258,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_258,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_258,porte-mine,other,0
object100_pt_mobilenet_v2_01_258,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_258,porte-mine,porte-mine,18
