model,wanted,prediction,count
object100_pt_mobilenet_v2_01_210,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_210,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_210,ecouteurs,other,0
object100_pt_mobilenet_v2_01_210,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_210,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_210,keycap-puller,ecouteurs,1
object100_pt_mobilenet_v2_01_210,keycap-puller,keycap-puller,22
object100_pt_mobilenet_v2_01_210,keycap-puller,other,2
object100_pt_mobilenet_v2_01_210,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_210,keycap-puller,porte-mine,4
object100_pt_mobilenet_v2_01_210,other,ecouteurs,0
object100_pt_mobilenet_v2_01_210,other,keycap-puller,1
object100_pt_mobilenet_v2_01_210,other,other,16
object100_pt_mobilenet_v2_01_210,other,pc-stand,0
object100_pt_mobilenet_v2_01_210,other,porte-mine,2
object100_pt_mobilenet_v2_01_210,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_210,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_210,pc-stand,other,0
object100_pt_mobilenet_v2_01_210,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_210,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_210,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_210,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_210,porte-mine,other,0
object100_pt_mobilenet_v2_01_210,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_210,porte-mine,porte-mine,19
