model,wanted,prediction,count
object100_tf_mobilenet_v2_00_01,0,0,0
object100_tf_mobilenet_v2_00_01,0,1,0
object100_tf_mobilenet_v2_00_01,0,2,0
object100_tf_mobilenet_v2_00_01,0,3,23
object100_tf_mobilenet_v2_00_01,0,4,0
object100_tf_mobilenet_v2_00_01,1,0,0
object100_tf_mobilenet_v2_00_01,1,1,0
object100_tf_mobilenet_v2_00_01,1,2,0
object100_tf_mobilenet_v2_00_01,1,3,22
object100_tf_mobilenet_v2_00_01,1,4,0
object100_tf_mobilenet_v2_00_01,2,0,0
object100_tf_mobilenet_v2_00_01,2,1,0
object100_tf_mobilenet_v2_00_01,2,2,0
object100_tf_mobilenet_v2_00_01,2,3,13
object100_tf_mobilenet_v2_00_01,2,4,0
object100_tf_mobilenet_v2_00_01,3,0,0
object100_tf_mobilenet_v2_00_01,3,1,0
object100_tf_mobilenet_v2_00_01,3,2,0
object100_tf_mobilenet_v2_00_01,3,3,16
object100_tf_mobilenet_v2_00_01,3,4,0
object100_tf_mobilenet_v2_00_01,4,0,1
object100_tf_mobilenet_v2_00_01,4,1,0
object100_tf_mobilenet_v2_00_01,4,2,0
object100_tf_mobilenet_v2_00_01,4,3,24
object100_tf_mobilenet_v2_00_01,4,4,0
