model,wanted,prediction,count
object100_pt_mobilenet_v2_02_115,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_115,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_115,ecouteurs,other,0
object100_pt_mobilenet_v2_02_115,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_115,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_115,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_115,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_02_115,keycap-puller,other,2
object100_pt_mobilenet_v2_02_115,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_115,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_115,other,ecouteurs,0
object100_pt_mobilenet_v2_02_115,other,keycap-puller,1
object100_pt_mobilenet_v2_02_115,other,other,18
object100_pt_mobilenet_v2_02_115,other,pc-stand,0
object100_pt_mobilenet_v2_02_115,other,porte-mine,0
object100_pt_mobilenet_v2_02_115,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_115,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_115,pc-stand,other,0
object100_pt_mobilenet_v2_02_115,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_115,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_115,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_115,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_115,porte-mine,other,0
object100_pt_mobilenet_v2_02_115,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_115,porte-mine,porte-mine,19
