model,epoch,accuracy,loss,val_accuracy,val_loss
object100_tf_mobilenet_v2_00_26,0,0.6407034993171692,0.9790208339691162,0.868686854839325,0.4004305303096771
object100_tf_mobilenet_v2_00_26,1,0.929648220539093,0.21441704034805298,0.9191918969154358,0.32880496978759766
object100_tf_mobilenet_v2_00_26,2,0.9623115658760071,0.10590064525604248,0.8989899158477783,0.40424394607543945
object100_tf_mobilenet_v2_00_26,3,0.9698492288589478,0.09533718973398209,0.9292929172515869,0.30673646926879883
object100_tf_mobilenet_v2_00_26,4,0.9849246144294739,0.04768739268183708,0.8888888955116272,0.44489404559135437
object100_tf_mobilenet_v2_00_26,5,0.9924623370170593,0.03139244019985199,0.939393937587738,0.29640787839889526
object100_tf_mobilenet_v2_00_26,6,0.9974874258041382,0.018558630719780922,0.9090909361839294,0.3677670657634735
object100_tf_mobilenet_v2_00_26,7,1.0,0.011428152211010456,0.9191918969154358,0.3261202275753021
object100_tf_mobilenet_v2_00_26,8,1.0,0.01190481148660183,0.9090909361839294,0.3540138006210327
object100_tf_mobilenet_v2_00_26,9,1.0,0.008481043390929699,0.9292929172515869,0.3474295735359192
object100_tf_mobilenet_v2_00_26,10,1.0,0.0067627159878611565,0.939393937587738,0.33081528544425964
