model,wanted,prediction,count
object100_pt_mobilenet_v2_02_157,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_157,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_157,ecouteurs,other,0
object100_pt_mobilenet_v2_02_157,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_157,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_157,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_157,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_02_157,keycap-puller,other,1
object100_pt_mobilenet_v2_02_157,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_157,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_02_157,other,ecouteurs,0
object100_pt_mobilenet_v2_02_157,other,keycap-puller,1
object100_pt_mobilenet_v2_02_157,other,other,18
object100_pt_mobilenet_v2_02_157,other,pc-stand,0
object100_pt_mobilenet_v2_02_157,other,porte-mine,0
object100_pt_mobilenet_v2_02_157,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_157,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_157,pc-stand,other,0
object100_pt_mobilenet_v2_02_157,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_02_157,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_02_157,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_157,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_157,porte-mine,other,0
object100_pt_mobilenet_v2_02_157,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_157,porte-mine,porte-mine,19
