model,wanted,prediction,count
object100_pt_mobilenet_v2_01_196,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_196,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_196,ecouteurs,other,0
object100_pt_mobilenet_v2_01_196,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_196,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_196,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_196,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_196,keycap-puller,other,2
object100_pt_mobilenet_v2_01_196,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_196,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_196,other,ecouteurs,0
object100_pt_mobilenet_v2_01_196,other,keycap-puller,0
object100_pt_mobilenet_v2_01_196,other,other,19
object100_pt_mobilenet_v2_01_196,other,pc-stand,0
object100_pt_mobilenet_v2_01_196,other,porte-mine,0
object100_pt_mobilenet_v2_01_196,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_196,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_196,pc-stand,other,0
object100_pt_mobilenet_v2_01_196,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_196,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_196,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_196,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_196,porte-mine,other,0
object100_pt_mobilenet_v2_01_196,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_196,porte-mine,porte-mine,19
