model,wanted,prediction,count
object100_tf_mobilenet_v2_00_35,ecouteurs,ecouteurs,0
object100_tf_mobilenet_v2_00_35,ecouteurs,keycap-puller,4
object100_tf_mobilenet_v2_00_35,ecouteurs,other,12
object100_tf_mobilenet_v2_00_35,ecouteurs,pc-stand,3
object100_tf_mobilenet_v2_00_35,ecouteurs,porte-mine,4
object100_tf_mobilenet_v2_00_35,keycap-puller,ecouteurs,1
object100_tf_mobilenet_v2_00_35,keycap-puller,keycap-puller,10
object100_tf_mobilenet_v2_00_35,keycap-puller,other,9
object100_tf_mobilenet_v2_00_35,keycap-puller,pc-stand,1
object100_tf_mobilenet_v2_00_35,keycap-puller,porte-mine,1
object100_tf_mobilenet_v2_00_35,other,ecouteurs,0
object100_tf_mobilenet_v2_00_35,other,keycap-puller,1
object100_tf_mobilenet_v2_00_35,other,other,9
object100_tf_mobilenet_v2_00_35,other,pc-stand,1
object100_tf_mobilenet_v2_00_35,other,porte-mine,2
object100_tf_mobilenet_v2_00_35,pc-stand,ecouteurs,1
object100_tf_mobilenet_v2_00_35,pc-stand,keycap-puller,10
object100_tf_mobilenet_v2_00_35,pc-stand,other,5
object100_tf_mobilenet_v2_00_35,pc-stand,pc-stand,0
object100_tf_mobilenet_v2_00_35,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_35,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_35,porte-mine,keycap-puller,3
object100_tf_mobilenet_v2_00_35,porte-mine,other,8
object100_tf_mobilenet_v2_00_35,porte-mine,pc-stand,12
object100_tf_mobilenet_v2_00_35,porte-mine,porte-mine,2
