model,wanted,prediction,count
object100_pt_mobilenet_v2_02_74,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_74,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_74,ecouteurs,other,0
object100_pt_mobilenet_v2_02_74,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_74,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_74,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_74,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_74,keycap-puller,other,1
object100_pt_mobilenet_v2_02_74,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_74,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_74,other,ecouteurs,0
object100_pt_mobilenet_v2_02_74,other,keycap-puller,1
object100_pt_mobilenet_v2_02_74,other,other,18
object100_pt_mobilenet_v2_02_74,other,pc-stand,0
object100_pt_mobilenet_v2_02_74,other,porte-mine,0
object100_pt_mobilenet_v2_02_74,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_74,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_74,pc-stand,other,0
object100_pt_mobilenet_v2_02_74,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_02_74,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_02_74,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_74,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_74,porte-mine,other,0
object100_pt_mobilenet_v2_02_74,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_74,porte-mine,porte-mine,19
