model,wanted,prediction,count
object100_pt_mobilenet_v2_02_149,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_149,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_149,ecouteurs,other,0
object100_pt_mobilenet_v2_02_149,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_149,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_149,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_149,keycap-puller,keycap-puller,24
object100_pt_mobilenet_v2_02_149,keycap-puller,other,3
object100_pt_mobilenet_v2_02_149,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_149,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_02_149,other,ecouteurs,0
object100_pt_mobilenet_v2_02_149,other,keycap-puller,0
object100_pt_mobilenet_v2_02_149,other,other,19
object100_pt_mobilenet_v2_02_149,other,pc-stand,0
object100_pt_mobilenet_v2_02_149,other,porte-mine,0
object100_pt_mobilenet_v2_02_149,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_149,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_149,pc-stand,other,0
object100_pt_mobilenet_v2_02_149,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_149,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_149,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_149,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_149,porte-mine,other,1
object100_pt_mobilenet_v2_02_149,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_149,porte-mine,porte-mine,18
