model,wanted,prediction,count
object100_pt_mobilenet_v2_01_180,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_180,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_180,ecouteurs,other,0
object100_pt_mobilenet_v2_01_180,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_180,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_180,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_180,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_180,keycap-puller,other,2
object100_pt_mobilenet_v2_01_180,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_180,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_180,other,ecouteurs,0
object100_pt_mobilenet_v2_01_180,other,keycap-puller,1
object100_pt_mobilenet_v2_01_180,other,other,18
object100_pt_mobilenet_v2_01_180,other,pc-stand,0
object100_pt_mobilenet_v2_01_180,other,porte-mine,0
object100_pt_mobilenet_v2_01_180,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_180,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_180,pc-stand,other,0
object100_pt_mobilenet_v2_01_180,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_180,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_180,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_180,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_180,porte-mine,other,0
object100_pt_mobilenet_v2_01_180,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_180,porte-mine,porte-mine,19
