model,wanted,prediction,count
object100_tf_mobilenet_v2_00_42,ecouteurs,ecouteurs,5
object100_tf_mobilenet_v2_00_42,ecouteurs,keycap-puller,2
object100_tf_mobilenet_v2_00_42,ecouteurs,other,12
object100_tf_mobilenet_v2_00_42,ecouteurs,pc-stand,4
object100_tf_mobilenet_v2_00_42,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_42,keycap-puller,ecouteurs,1
object100_tf_mobilenet_v2_00_42,keycap-puller,keycap-puller,8
object100_tf_mobilenet_v2_00_42,keycap-puller,other,6
object100_tf_mobilenet_v2_00_42,keycap-puller,pc-stand,2
object100_tf_mobilenet_v2_00_42,keycap-puller,porte-mine,5
object100_tf_mobilenet_v2_00_42,other,ecouteurs,1
object100_tf_mobilenet_v2_00_42,other,keycap-puller,1
object100_tf_mobilenet_v2_00_42,other,other,8
object100_tf_mobilenet_v2_00_42,other,pc-stand,2
object100_tf_mobilenet_v2_00_42,other,porte-mine,1
object100_tf_mobilenet_v2_00_42,pc-stand,ecouteurs,2
object100_tf_mobilenet_v2_00_42,pc-stand,keycap-puller,3
object100_tf_mobilenet_v2_00_42,pc-stand,other,1
object100_tf_mobilenet_v2_00_42,pc-stand,pc-stand,10
object100_tf_mobilenet_v2_00_42,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_42,porte-mine,ecouteurs,3
object100_tf_mobilenet_v2_00_42,porte-mine,keycap-puller,3
object100_tf_mobilenet_v2_00_42,porte-mine,other,6
object100_tf_mobilenet_v2_00_42,porte-mine,pc-stand,0
object100_tf_mobilenet_v2_00_42,porte-mine,porte-mine,13
