model,wanted,prediction,count
object100_pt_mobilenet_v2_02_77,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_77,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_77,ecouteurs,other,0
object100_pt_mobilenet_v2_02_77,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_77,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_77,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_77,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_77,keycap-puller,other,1
object100_pt_mobilenet_v2_02_77,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_77,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_77,other,ecouteurs,0
object100_pt_mobilenet_v2_02_77,other,keycap-puller,2
object100_pt_mobilenet_v2_02_77,other,other,17
object100_pt_mobilenet_v2_02_77,other,pc-stand,0
object100_pt_mobilenet_v2_02_77,other,porte-mine,0
object100_pt_mobilenet_v2_02_77,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_77,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_77,pc-stand,other,0
object100_pt_mobilenet_v2_02_77,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_77,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_77,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_77,porte-mine,keycap-puller,2
object100_pt_mobilenet_v2_02_77,porte-mine,other,0
object100_pt_mobilenet_v2_02_77,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_77,porte-mine,porte-mine,17
