model,epoch,accuracy,loss,val_accuracy,val_loss
objects150_tf_efficientnet_b0_00_00,0,0.49918434023857117,1.2881247997283936,0.7712418437004089,0.8161408305168152
objects150_tf_efficientnet_b0_00_00,1,0.804241418838501,0.7151504158973694,0.9019607901573181,0.5027429461479187
objects150_tf_efficientnet_b0_00_00,2,0.8711256384849548,0.4943368136882782,0.9019607901573181,0.36271968483924866
objects150_tf_efficientnet_b0_00_00,3,0.9086459875106812,0.38316383957862854,0.915032684803009,0.300475537776947
objects150_tf_efficientnet_b0_00_00,4,0.8841761946678162,0.3544155955314636,0.9281045794487,0.2618109881877899
objects150_tf_efficientnet_b0_00_00,5,0.9021207094192505,0.30379462242126465,0.915032684803009,0.2461828589439392
objects150_tf_efficientnet_b0_00_00,6,0.9200652241706848,0.2504853308200836,0.9281045794487,0.2194889336824417
objects150_tf_efficientnet_b0_00_00,7,0.9363784790039062,0.23254646360874176,0.9411764740943909,0.2069879025220871
objects150_tf_efficientnet_b0_00_00,8,0.9363784790039062,0.22355258464813232,0.9477124214172363,0.1946822553873062
objects150_tf_efficientnet_b0_00_00,9,0.9347471594810486,0.20784804224967957,0.9411764740943909,0.1821347028017044
objects150_tf_efficientnet_b0_00_00,10,0.9477977156639099,0.1819761097431183,0.9477124214172363,0.16919700801372528
objects150_tf_efficientnet_b0_00_00,11,0.9412724375724792,0.1849217563867569,0.9411764740943909,0.17306973040103912
objects150_tf_efficientnet_b0_00_00,12,0.9380097985267639,0.1823572963476181,0.9281045794487,0.16905847191810608
objects150_tf_efficientnet_b0_00_00,13,0.9477977156639099,0.17272885143756866,0.9477124214172363,0.16324345767498016
objects150_tf_efficientnet_b0_00_00,14,0.9608482718467712,0.13440454006195068,0.9281045794487,0.16341397166252136
objects150_tf_efficientnet_b0_00_00,15,0.9575856328010559,0.1424356997013092,0.9411764740943909,0.1607895940542221
objects150_tf_efficientnet_b0_00_00,16,0.9592169523239136,0.1417555809020996,0.9477124214172363,0.15210461616516113
objects150_tf_efficientnet_b0_00_00,17,0.9575856328010559,0.13264180719852448,0.9411764740943909,0.15138694643974304
objects150_tf_efficientnet_b0_00_00,18,0.9690048694610596,0.12233103066682816,0.9477124214172363,0.1480405330657959
objects150_tf_efficientnet_b0_00_00,19,0.9657422304153442,0.12177573889493942,0.9477124214172363,0.14038197696208954
objects150_tf_efficientnet_b0_00_00,20,0.9690048694610596,0.11805050820112228,0.9411764740943909,0.14921507239341736
objects150_tf_efficientnet_b0_00_00,21,0.9771615266799927,0.11711224168539047,0.9477124214172363,0.15017902851104736
objects150_tf_efficientnet_b0_00_00,22,0.980424165725708,0.09953302145004272,0.9411764740943909,0.14544817805290222
objects150_tf_efficientnet_b0_00_00,23,0.9836868047714233,0.08286972343921661,0.9281045794487,0.14519831538200378
objects150_tf_efficientnet_b0_00_00,24,0.9690048694610596,0.10558667778968811,0.9281045794487,0.14685755968093872
objects150_tf_efficientnet_b0_00_00,25,0.9738988876342773,0.09961746633052826,0.9477124214172363,0.1421000063419342
objects150_tf_efficientnet_b0_00_00,26,0.975530207157135,0.08027175813913345,0.9477124214172363,0.13893863558769226
objects150_tf_efficientnet_b0_00_00,27,0.985318124294281,0.07054966688156128,0.9542483687400818,0.13676227629184723
objects150_tf_efficientnet_b0_00_00,28,0.9771615266799927,0.07923067361116409,0.9542483687400818,0.1289244443178177
objects150_tf_efficientnet_b0_00_00,29,0.9690048694610596,0.0922003984451294,0.9607843160629272,0.14032195508480072
objects150_tf_efficientnet_b0_00_00,30,0.9673735499382019,0.08669351041316986,0.9477124214172363,0.1441887617111206
objects150_tf_efficientnet_b0_00_00,31,0.9787928462028503,0.06981546431779861,0.9542483687400818,0.1314283013343811
objects150_tf_efficientnet_b0_00_00,32,0.980424165725708,0.07697904109954834,0.9607843160629272,0.12578263878822327
objects150_tf_efficientnet_b0_00_00,33,0.9722675085067749,0.08156931400299072,0.9607843160629272,0.13444331288337708
objects150_tf_efficientnet_b0_00_00,34,0.9771615266799927,0.07418391108512878,0.9607843160629272,0.1327206790447235
objects150_tf_efficientnet_b0_00_00,35,0.9738988876342773,0.0749882385134697,0.9607843160629272,0.13181667029857635
objects150_tf_efficientnet_b0_00_00,36,0.9738988876342773,0.07851333916187286,0.9477124214172363,0.14342021942138672
objects150_tf_efficientnet_b0_00_00,37,0.9869494438171387,0.05706052854657173,0.9607843160629272,0.13962119817733765
objects150_tf_efficientnet_b0_00_00,38,0.9869494438171387,0.057096321135759354,0.9542483687400818,0.137027308344841
objects150_tf_efficientnet_b0_00_00,39,0.990212082862854,0.049668241292238235,0.9607843160629272,0.13555392622947693
objects150_tf_efficientnet_b0_00_00,40,0.9934747219085693,0.04535047709941864,0.9607843160629272,0.13423098623752594
objects150_tf_efficientnet_b0_00_00,41,0.985318124294281,0.060489822179079056,0.9607843160629272,0.1414659470319748
objects150_tf_efficientnet_b0_00_00,42,0.9869494438171387,0.05702856555581093,0.9477124214172363,0.14312449097633362
objects150_tf_efficientnet_b0_00_00,43,0.9771615266799927,0.07633409649133682,0.9607843160629272,0.1275198757648468
objects150_tf_efficientnet_b0_00_00,44,0.985318124294281,0.053526394069194794,0.9673202633857727,0.10393588989973068
objects150_tf_efficientnet_b0_00_00,45,0.9820554852485657,0.05629895254969597,0.9607843160629272,0.09869877994060516
objects150_tf_efficientnet_b0_00_00,46,0.9885807633399963,0.04315328598022461,0.9477124214172363,0.11812932789325714
objects150_tf_efficientnet_b0_00_00,47,0.9918434023857117,0.03129012510180473,0.9738562107086182,0.08607694506645203
objects150_tf_efficientnet_b0_00_00,48,0.9934747219085693,0.02610763907432556,0.9673202633857727,0.0902499258518219
objects150_tf_efficientnet_b0_00_00,49,0.995106041431427,0.02609139122068882,0.9738562107086182,0.0863715261220932
objects150_tf_efficientnet_b0_00_00,50,0.990212082862854,0.033519186079502106,0.9673202633857727,0.09784343093633652
objects150_tf_efficientnet_b0_00_00,51,0.995106041431427,0.020117925480008125,0.9607843160629272,0.10570528358221054
objects150_tf_efficientnet_b0_00_00,52,0.9885807633399963,0.028382178395986557,0.9738562107086182,0.08129144459962845
