model,wanted,prediction,count
object100_pt_mobilenet_v2_01_333,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_333,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_333,ecouteurs,other,0
object100_pt_mobilenet_v2_01_333,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_333,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_333,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_333,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_333,keycap-puller,other,2
object100_pt_mobilenet_v2_01_333,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_333,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_333,other,ecouteurs,0
object100_pt_mobilenet_v2_01_333,other,keycap-puller,1
object100_pt_mobilenet_v2_01_333,other,other,17
object100_pt_mobilenet_v2_01_333,other,pc-stand,0
object100_pt_mobilenet_v2_01_333,other,porte-mine,1
object100_pt_mobilenet_v2_01_333,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_333,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_333,pc-stand,other,0
object100_pt_mobilenet_v2_01_333,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_333,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_333,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_333,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_333,porte-mine,other,0
object100_pt_mobilenet_v2_01_333,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_333,porte-mine,porte-mine,19
