model,wanted,prediction,count
object100_pt_efficientnet_b0_00_65,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_65,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_65,ecouteurs,other,0
object100_pt_efficientnet_b0_00_65,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_65,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_65,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_65,keycap-puller,keycap-puller,23
object100_pt_efficientnet_b0_00_65,keycap-puller,other,1
object100_pt_efficientnet_b0_00_65,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_65,keycap-puller,porte-mine,5
object100_pt_efficientnet_b0_00_65,other,ecouteurs,1
object100_pt_efficientnet_b0_00_65,other,keycap-puller,1
object100_pt_efficientnet_b0_00_65,other,other,15
object100_pt_efficientnet_b0_00_65,other,pc-stand,1
object100_pt_efficientnet_b0_00_65,other,porte-mine,1
object100_pt_efficientnet_b0_00_65,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_65,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_65,pc-stand,other,0
object100_pt_efficientnet_b0_00_65,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_65,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_65,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_65,porte-mine,keycap-puller,0
object100_pt_efficientnet_b0_00_65,porte-mine,other,0
object100_pt_efficientnet_b0_00_65,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_65,porte-mine,porte-mine,19
