model,wanted,prediction,count
object100_pt_mobilenet_v2_01_164,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_164,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_164,ecouteurs,other,0
object100_pt_mobilenet_v2_01_164,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_164,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_164,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_164,keycap-puller,keycap-puller,22
object100_pt_mobilenet_v2_01_164,keycap-puller,other,2
object100_pt_mobilenet_v2_01_164,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_164,keycap-puller,porte-mine,5
object100_pt_mobilenet_v2_01_164,other,ecouteurs,0
object100_pt_mobilenet_v2_01_164,other,keycap-puller,2
object100_pt_mobilenet_v2_01_164,other,other,14
object100_pt_mobilenet_v2_01_164,other,pc-stand,1
object100_pt_mobilenet_v2_01_164,other,porte-mine,2
object100_pt_mobilenet_v2_01_164,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_164,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_164,pc-stand,other,0
object100_pt_mobilenet_v2_01_164,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_164,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_164,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_164,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_164,porte-mine,other,0
object100_pt_mobilenet_v2_01_164,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_164,porte-mine,porte-mine,19
