model,wanted,prediction,count
object100_pt_mobilenet_v2_01_174,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_174,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_174,ecouteurs,other,0
object100_pt_mobilenet_v2_01_174,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_174,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_174,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_174,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_174,keycap-puller,other,2
object100_pt_mobilenet_v2_01_174,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_174,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_174,other,ecouteurs,0
object100_pt_mobilenet_v2_01_174,other,keycap-puller,1
object100_pt_mobilenet_v2_01_174,other,other,17
object100_pt_mobilenet_v2_01_174,other,pc-stand,0
object100_pt_mobilenet_v2_01_174,other,porte-mine,1
object100_pt_mobilenet_v2_01_174,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_174,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_174,pc-stand,other,0
object100_pt_mobilenet_v2_01_174,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_01_174,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_174,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_174,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_174,porte-mine,other,0
object100_pt_mobilenet_v2_01_174,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_174,porte-mine,porte-mine,19
