model,wanted,prediction,count
object100_pt_efficientnet_b0_00_44,ecouteurs,ecouteurs,16
object100_pt_efficientnet_b0_00_44,ecouteurs,keycap-puller,0
object100_pt_efficientnet_b0_00_44,ecouteurs,other,0
object100_pt_efficientnet_b0_00_44,ecouteurs,pc-stand,0
object100_pt_efficientnet_b0_00_44,ecouteurs,porte-mine,0
object100_pt_efficientnet_b0_00_44,keycap-puller,ecouteurs,0
object100_pt_efficientnet_b0_00_44,keycap-puller,keycap-puller,28
object100_pt_efficientnet_b0_00_44,keycap-puller,other,1
object100_pt_efficientnet_b0_00_44,keycap-puller,pc-stand,0
object100_pt_efficientnet_b0_00_44,keycap-puller,porte-mine,0
object100_pt_efficientnet_b0_00_44,other,ecouteurs,2
object100_pt_efficientnet_b0_00_44,other,keycap-puller,1
object100_pt_efficientnet_b0_00_44,other,other,16
object100_pt_efficientnet_b0_00_44,other,pc-stand,0
object100_pt_efficientnet_b0_00_44,other,porte-mine,0
object100_pt_efficientnet_b0_00_44,pc-stand,ecouteurs,0
object100_pt_efficientnet_b0_00_44,pc-stand,keycap-puller,0
object100_pt_efficientnet_b0_00_44,pc-stand,other,0
object100_pt_efficientnet_b0_00_44,pc-stand,pc-stand,16
object100_pt_efficientnet_b0_00_44,pc-stand,porte-mine,0
object100_pt_efficientnet_b0_00_44,porte-mine,ecouteurs,0
object100_pt_efficientnet_b0_00_44,porte-mine,keycap-puller,1
object100_pt_efficientnet_b0_00_44,porte-mine,other,0
object100_pt_efficientnet_b0_00_44,porte-mine,pc-stand,0
object100_pt_efficientnet_b0_00_44,porte-mine,porte-mine,18
