model,wanted,prediction,count
object100_pt_mobilenet_v2_01_299,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_299,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_299,ecouteurs,other,0
object100_pt_mobilenet_v2_01_299,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_299,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_299,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_299,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_299,keycap-puller,other,2
object100_pt_mobilenet_v2_01_299,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_299,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_299,other,ecouteurs,0
object100_pt_mobilenet_v2_01_299,other,keycap-puller,1
object100_pt_mobilenet_v2_01_299,other,other,17
object100_pt_mobilenet_v2_01_299,other,pc-stand,1
object100_pt_mobilenet_v2_01_299,other,porte-mine,0
object100_pt_mobilenet_v2_01_299,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_299,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_299,pc-stand,other,0
object100_pt_mobilenet_v2_01_299,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_01_299,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_299,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_299,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_299,porte-mine,other,0
object100_pt_mobilenet_v2_01_299,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_299,porte-mine,porte-mine,18
