model,wanted,prediction,count
object100_tf_mobilenet_v2_00_13,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_13,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_13,ecouteurs,other,0
object100_tf_mobilenet_v2_00_13,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_13,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_13,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_13,keycap-puller,keycap-puller,20
object100_tf_mobilenet_v2_00_13,keycap-puller,other,1
object100_tf_mobilenet_v2_00_13,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_13,keycap-puller,porte-mine,1
object100_tf_mobilenet_v2_00_13,other,ecouteurs,0
object100_tf_mobilenet_v2_00_13,other,keycap-puller,0
object100_tf_mobilenet_v2_00_13,other,other,13
object100_tf_mobilenet_v2_00_13,other,pc-stand,0
object100_tf_mobilenet_v2_00_13,other,porte-mine,0
object100_tf_mobilenet_v2_00_13,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_13,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_13,pc-stand,other,0
object100_tf_mobilenet_v2_00_13,pc-stand,pc-stand,16
object100_tf_mobilenet_v2_00_13,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_13,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_13,porte-mine,keycap-puller,4
object100_tf_mobilenet_v2_00_13,porte-mine,other,1
object100_tf_mobilenet_v2_00_13,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_13,porte-mine,porte-mine,19
