model,wanted,prediction,count
object100_tf_mobilenet_v2_00_22,ecouteurs,ecouteurs,23
object100_tf_mobilenet_v2_00_22,ecouteurs,keycap-puller,0
object100_tf_mobilenet_v2_00_22,ecouteurs,other,0
object100_tf_mobilenet_v2_00_22,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_22,ecouteurs,porte-mine,0
object100_tf_mobilenet_v2_00_22,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_22,keycap-puller,keycap-puller,18
object100_tf_mobilenet_v2_00_22,keycap-puller,other,2
object100_tf_mobilenet_v2_00_22,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_22,keycap-puller,porte-mine,2
object100_tf_mobilenet_v2_00_22,other,ecouteurs,0
object100_tf_mobilenet_v2_00_22,other,keycap-puller,0
object100_tf_mobilenet_v2_00_22,other,other,13
object100_tf_mobilenet_v2_00_22,other,pc-stand,0
object100_tf_mobilenet_v2_00_22,other,porte-mine,0
object100_tf_mobilenet_v2_00_22,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_22,pc-stand,keycap-puller,0
object100_tf_mobilenet_v2_00_22,pc-stand,other,0
object100_tf_mobilenet_v2_00_22,pc-stand,pc-stand,16
object100_tf_mobilenet_v2_00_22,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_22,porte-mine,ecouteurs,0
object100_tf_mobilenet_v2_00_22,porte-mine,keycap-puller,2
object100_tf_mobilenet_v2_00_22,porte-mine,other,1
object100_tf_mobilenet_v2_00_22,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_22,porte-mine,porte-mine,21
