model,wanted,prediction,count
object100_pt_mobilenet_v2_01_381,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_381,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_381,ecouteurs,other,0
object100_pt_mobilenet_v2_01_381,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_381,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_381,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_381,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_381,keycap-puller,other,2
object100_pt_mobilenet_v2_01_381,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_381,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_381,other,ecouteurs,0
object100_pt_mobilenet_v2_01_381,other,keycap-puller,1
object100_pt_mobilenet_v2_01_381,other,other,16
object100_pt_mobilenet_v2_01_381,other,pc-stand,1
object100_pt_mobilenet_v2_01_381,other,porte-mine,1
object100_pt_mobilenet_v2_01_381,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_381,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_381,pc-stand,other,0
object100_pt_mobilenet_v2_01_381,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_381,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_381,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_381,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_381,porte-mine,other,0
object100_pt_mobilenet_v2_01_381,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_381,porte-mine,porte-mine,18
