model,wanted,prediction,count
object100_pt_mobilenet_v2_01_176,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_176,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_176,ecouteurs,other,0
object100_pt_mobilenet_v2_01_176,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_176,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_176,keycap-puller,ecouteurs,1
object100_pt_mobilenet_v2_01_176,keycap-puller,keycap-puller,23
object100_pt_mobilenet_v2_01_176,keycap-puller,other,3
object100_pt_mobilenet_v2_01_176,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_176,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_176,other,ecouteurs,0
object100_pt_mobilenet_v2_01_176,other,keycap-puller,1
object100_pt_mobilenet_v2_01_176,other,other,17
object100_pt_mobilenet_v2_01_176,other,pc-stand,0
object100_pt_mobilenet_v2_01_176,other,porte-mine,1
object100_pt_mobilenet_v2_01_176,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_176,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_176,pc-stand,other,0
object100_pt_mobilenet_v2_01_176,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_176,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_176,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_176,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_176,porte-mine,other,0
object100_pt_mobilenet_v2_01_176,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_176,porte-mine,porte-mine,19
