model,wanted,prediction,count
object100_pt_mobilenet_v2_01_19,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_19,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_19,ecouteurs,other,0
object100_pt_mobilenet_v2_01_19,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_19,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_19,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_19,keycap-puller,keycap-puller,21
object100_pt_mobilenet_v2_01_19,keycap-puller,other,2
object100_pt_mobilenet_v2_01_19,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_19,keycap-puller,porte-mine,6
object100_pt_mobilenet_v2_01_19,other,ecouteurs,0
object100_pt_mobilenet_v2_01_19,other,keycap-puller,1
object100_pt_mobilenet_v2_01_19,other,other,18
object100_pt_mobilenet_v2_01_19,other,pc-stand,0
object100_pt_mobilenet_v2_01_19,other,porte-mine,0
object100_pt_mobilenet_v2_01_19,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_19,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_19,pc-stand,other,0
object100_pt_mobilenet_v2_01_19,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_19,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_19,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_19,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_19,porte-mine,other,0
object100_pt_mobilenet_v2_01_19,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_19,porte-mine,porte-mine,18
