model,wanted,prediction,count
object100_tf_mobilenet_v2_00_45,ecouteurs,ecouteurs,19
object100_tf_mobilenet_v2_00_45,ecouteurs,keycap-puller,2
object100_tf_mobilenet_v2_00_45,ecouteurs,other,1
object100_tf_mobilenet_v2_00_45,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_45,ecouteurs,porte-mine,1
object100_tf_mobilenet_v2_00_45,keycap-puller,ecouteurs,4
object100_tf_mobilenet_v2_00_45,keycap-puller,keycap-puller,8
object100_tf_mobilenet_v2_00_45,keycap-puller,other,3
object100_tf_mobilenet_v2_00_45,keycap-puller,pc-stand,2
object100_tf_mobilenet_v2_00_45,keycap-puller,porte-mine,5
object100_tf_mobilenet_v2_00_45,other,ecouteurs,0
object100_tf_mobilenet_v2_00_45,other,keycap-puller,3
object100_tf_mobilenet_v2_00_45,other,other,8
object100_tf_mobilenet_v2_00_45,other,pc-stand,0
object100_tf_mobilenet_v2_00_45,other,porte-mine,2
object100_tf_mobilenet_v2_00_45,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_45,pc-stand,keycap-puller,1
object100_tf_mobilenet_v2_00_45,pc-stand,other,1
object100_tf_mobilenet_v2_00_45,pc-stand,pc-stand,12
object100_tf_mobilenet_v2_00_45,pc-stand,porte-mine,2
object100_tf_mobilenet_v2_00_45,porte-mine,ecouteurs,5
object100_tf_mobilenet_v2_00_45,porte-mine,keycap-puller,4
object100_tf_mobilenet_v2_00_45,porte-mine,other,6
object100_tf_mobilenet_v2_00_45,porte-mine,pc-stand,5
object100_tf_mobilenet_v2_00_45,porte-mine,porte-mine,5
