model,wanted,prediction,count
object100_tf_mobilenet_v2_00_41,ecouteurs,ecouteurs,2
object100_tf_mobilenet_v2_00_41,ecouteurs,keycap-puller,2
object100_tf_mobilenet_v2_00_41,ecouteurs,other,5
object100_tf_mobilenet_v2_00_41,ecouteurs,pc-stand,0
object100_tf_mobilenet_v2_00_41,ecouteurs,porte-mine,14
object100_tf_mobilenet_v2_00_41,keycap-puller,ecouteurs,0
object100_tf_mobilenet_v2_00_41,keycap-puller,keycap-puller,10
object100_tf_mobilenet_v2_00_41,keycap-puller,other,11
object100_tf_mobilenet_v2_00_41,keycap-puller,pc-stand,0
object100_tf_mobilenet_v2_00_41,keycap-puller,porte-mine,1
object100_tf_mobilenet_v2_00_41,other,ecouteurs,4
object100_tf_mobilenet_v2_00_41,other,keycap-puller,2
object100_tf_mobilenet_v2_00_41,other,other,4
object100_tf_mobilenet_v2_00_41,other,pc-stand,2
object100_tf_mobilenet_v2_00_41,other,porte-mine,1
object100_tf_mobilenet_v2_00_41,pc-stand,ecouteurs,0
object100_tf_mobilenet_v2_00_41,pc-stand,keycap-puller,4
object100_tf_mobilenet_v2_00_41,pc-stand,other,2
object100_tf_mobilenet_v2_00_41,pc-stand,pc-stand,10
object100_tf_mobilenet_v2_00_41,pc-stand,porte-mine,0
object100_tf_mobilenet_v2_00_41,porte-mine,ecouteurs,1
object100_tf_mobilenet_v2_00_41,porte-mine,keycap-puller,11
object100_tf_mobilenet_v2_00_41,porte-mine,other,8
object100_tf_mobilenet_v2_00_41,porte-mine,pc-stand,1
object100_tf_mobilenet_v2_00_41,porte-mine,porte-mine,4
